participant,conflict_name,years,participant_correction,participant_new
unclear from source alone,Internal War Swidrigail and Teutonic Order (Poland-Lithuania),1430-1434,,unclear from source alone
unclear from source alone,War with Crimea (Poland-Lithuania),1506-1506,,unclear from source alone
unclear from source alone,Thirty Years War (Spain),1620-1648,,unclear from source alone
unclear from source alone,War of the Batavian Republic (Holland),1795-1812,,unclear from source alone
unclear from source alone,War with Teutonic Order (Poland-Lithuania),1454-1466,,unclear from source alone
unclear from source alone,War with Genoa (Italy),1672-1673,,unclear from source alone
unclear from source alone,Hunyadi War (Poland-Lithuania),1471-1475,,unclear from source alone
unclear from source alone,Hunyadi War (Poland-Lithuania),1476-1478,,unclear from source alone
unclear from source alone,Jahn Albrecht with Moldova (Poland-Lithuania),1497-1498,,unclear from source alone
unclear from source alone,War for the Polish Succession (Italy),1733-1738,,unclear from source alone
unclear from source alone,War with Crimea (Khmelnitzy) (Poland-Lithuania),1534-1534,,unclear from source alone
unclear from source alone,Intervention in Valakhia (Poland-Lithuania),1552-1552,,unclear from source alone
unclear from source alone,Intervention in the Livonic Order (Poland-Lithuania),1556-1557,,unclear from source alone
unclear from source alone,War for the Austrian Succession (Holland),1742-1748,,unclear from source alone
unclear from source alone,War of the Quadruple Alliance (Holland),1718-1720,,unclear from source alone
unclear from source alone,Second Carlist War (Spain),1868-1874,,unclear from source alone
unclear from source alone,Intervention in Russia (Poland-Lithuania),1609-1613,,unclear from source alone
unclear from source alone,Insurrection on Santo Domingo (Spain),1863-1865,,unclear from source alone
unclear from source alone,Revolt of Zybrzidowski (Poland-Lithuania),1606-1609,,unclear from source alone
unclear from source alone,War with Cossacks of Sagaidatchny (Poland-Lithuania),1605-1605,,unclear from source alone
unclear from source alone,Mantuan War (Spain),1629-1631,,unclear from source alone
unclear from source alone,Insurrection of the Herrero in SouthWestern Africa (Germany),1904-1904,,unclear from source alone
unclear from source alone,War with Cossacks of Sagaidatchny (Poland-Lithuania),1598-1600,,unclear from source alone
unclear from source alone,Confederation and Sapolski (Poland-Lithuania),1590-1590,,unclear from source alone
unclear from source alone,Civil War between Maximilien and Vasa (Poland-Lithuania),1587-1588,,unclear from source alone
unclear from source alone,One Hundred Days' War (Italy),1815-1815,,unclear from source alone
unclear from source alone,Participation in wars of French armies (Italy),1805-1814,,unclear from source alone
unclear from source alone,First Coalitional War (Italy),1792-1796,,unclear from source alone
unclear from source alone,"Insurrection of the ""Beggars"" (Holland)",1566-1567,,unclear from source alone
unclear from source alone,War for the Austrian Succession (Italy),1743-1748,,unclear from source alone
unclear from source alone,War with Crimea (Poland-Lithuania),1569-1569,,unclear from source alone
unclear from source alone,War with Turkey NO DATE GIVEN TAKEN PREVIOUS ENTRY DATE (Poland-Lithuania),1596-1596,,unclear from source alone
unclear from source alone,African War (Spain),1508-1511,,unclear from source alone
unclear from source alone,War with Charles of Lothringen (France),991-991,,unclear from source alone
unclear from source alone,Seven Years' War (Germany),1756-1763,,unclear from source alone
unclear from source alone,"Russia against black hats, torks and berendei (Russia)",1116-1123,,unclear from source alone
unclear from source alone,War of Urii Dolgorukii with Izzaslav Mistislavovitch (Russia),1146-1150,,unclear from source alone
unclear from source alone,War of Urii Dolgorukii with Izzaslav Mistislavovitch (Russia),1151-1154,,unclear from source alone
unclear from source alone,Expedition of Mistislave the Audacious against Chudi and the Templars (Russia),1212-1213,,unclear from source alone
unclear from source alone,Russia against Kiev (Russia),1214-1214,,unclear from source alone
unclear from source alone,Russia against Urii II and Yaroslav Vsevolodovitch (Russia),1215-1215,,unclear from source alone
unclear from source alone,Russia into Galicia province (Russia),1219-1222,,unclear from source alone
unclear from source alone,Expedition of Alexander Nevsky against Sweden and the Livonian Knights (Russia),1240-1240,,unclear from source alone
unclear from source alone,Expedition of Alexander Nevsky against Sweden and the Livonian Knights (Russia),1242-1242,,unclear from source alone
unclear from source alone,Expedition of Olguerd the Lithuanian against Russia (Russia),1368-1372,,unclear from source alone
unclear from source alone,Tver War of Dimitry Donsky(Russia),1368-1375,,unclear from source alone
unclear from source alone,"War of Dimitry Donsky against the Horde, Oleg of Riazan and Yagailo the Lithuanian (Russia)",1376-1382,,unclear from source alone
unclear from source alone,Invasion of Edigey on Moscow (Russia),1408-1408,,unclear from source alone
unclear from source alone,Kazan Expedition of Ivan III (Russia),1467-1469,,unclear from source alone
unclear from source alone,Novgorod Expedition of Ivan III (Russia),1471-1471,,unclear from source alone
unclear from source alone,Kazan Expedition of Ivan III (Russia),1478-1478,,unclear from source alone
unclear from source alone,Kazan Expedition of Ivan III (Russia),1487-1487,,unclear from source alone
unclear from source alone,Russia into Chernigov province (Russia),1078-1078,,unclear from source alone
unclear from source alone,Kazan Expedition of Ivan III (Russia),1496-1496,,unclear from source alone
unclear from source alone,Russia into Polotsk province (Russia),1078-1078,,unclear from source alone
unclear from source alone,Byzantium Expedition of Vladimir Yaroslavovitch (Russia),1043-1043,,unclear from source alone
unclear from source alone,War on Madagascar (France),1883-1885,,unclear from source alone
unclear from source alone,War on Madagascar (France),1895-1897,,unclear from source alone
unclear from source alone,France in Tunis,1881-1882,,unclear from source alone
unclear from source alone,France in Morocco,1893-1894,,unclear from source alone
unclear from source alone,France in Dahomey,1890-1892,,unclear from source alone
unclear from source alone,France in Sudan,1890-1894,,unclear from source alone
unclear from source alone,France in Siam,1893-1893,,unclear from source alone
unclear from source alone,Boxers' insurrection (France),1900-1900,,unclear from source alone
unclear from source alone,France in Morocco,1907-1912,,unclear from source alone
unclear from source alone,France in World War One,1914-1918,,unclear from source alone
unclear from source alone,Riffian War in Morocco (France),1925-1926,,unclear from source alone
unclear from source alone,Expedition of Oleg to Byzantium (Russia),906-906,,unclear from source alone
unclear from source alone,Expedition of Igor to Byzantium (Russia),941-941,,unclear from source alone
unclear from source alone,Expedition of Sviatoslav I to Bulgaria (Russia),957-972,,unclear from source alone
unclear from source alone,Expedition of Vladimir I against the Khorvats (Galicia) (Russia),981-981,,unclear from source alone
unclear from source alone,Expedition to Chersonese (Russia),988-988,,unclear from source alone
unclear from source alone,War of Yaroslav with Mechislav of Poland (Russia),1031-1031,,unclear from source alone
unclear from source alone,Expedition of Vladimir Monomakh to Silesia (Russia),1076-1076,,unclear from source alone
unclear from source alone,France in Rome vs Garibaldi (France),1867-1867,,unclear from source alone
unclear from source alone,Novgorod Expedition of Ivan III (Russia),1477-1477,,unclear from source alone
unclear from source alone,Crimean War of Vassillii III (Russia),1515-1523,,unclear from source alone
unclear from source alone,Expedition to Khiva (Russia),1839-1840,,unclear from source alone
unclear from source alone,War in Central Asia (Russia),1842-1850,,unclear from source alone
unclear from source alone,Hungarian War (Russia),1849-1849,,unclear from source alone
unclear from source alone,Central Asian War (Russia),1851-1875,,unclear from source alone
unclear from source alone,Caucasian War (Russia),1851-1864,,unclear from source alone
unclear from source alone,"""Eastern"" War (Russia)",1853-1856,,unclear from source alone
unclear from source alone,Central Asiatic War (Russia),1876-1884,,unclear from source alone
unclear from source alone,Boxer's Revolt (Russia),1900-1902,,unclear from source alone
unclear from source alone,Russo-Japanese War (Russia),1904-1905,,unclear from source alone
unclear from source alone,Russia in World War One,1914-1919,,unclear from source alone
unclear from source alone,Russia Internal War of 1918-1920,1918-1920,,unclear from source alone
unclear from source alone,Internal War of Stephen and Mathilda (England),1138-1150,,unclear from source alone
unclear from source alone,Internal War of Stephen and Mathilda (England),1152-1153,,unclear from source alone
unclear from source alone,First Welsh War (England),1158-1158,,unclear from source alone
unclear from source alone,Second Welsh War (England),1163-1163,,unclear from source alone
unclear from source alone,Third Welsh War (England),1165-1165,,unclear from source alone
unclear from source alone,Insurrection of Prince Henry (England),1173-1174,,unclear from source alone
unclear from source alone,Caucasian War (Russia),1826-1850,,unclear from source alone
unclear from source alone,Overthrow of Mongolian yoke (Russia),1480-1480,,unclear from source alone
unclear from source alone,Caucasian War (Russia),1816-1825,,unclear from source alone
unclear from source alone,"""Fatherland"" War (Russia)",1812-1812,,unclear from source alone
unclear from source alone,War with Crimea (Russia),1554-1559,,unclear from source alone
unclear from source alone,Livonian War of Ivan IV (Russia),1554-1564,,unclear from source alone
unclear from source alone,"Internal Wars of the ""Time of Troubles"" (Russia)",1604-1612,,unclear from source alone
unclear from source alone,War with Crimea (Russia),1632-1641,,unclear from source alone
unclear from source alone,First Northern War (Russia),1650-1660,,unclear from source alone
unclear from source alone,Razin's Mutiny (Russia),1667-1670,,unclear from source alone
unclear from source alone,Crimean Expedition of Prince Goritzin (Russia),1687-1687,,unclear from source alone
unclear from source alone,Crimean Expedition of Prince Goritzin (Russia),1689-1689,,unclear from source alone
unclear from source alone,Azoff Expedition of Peter I (Russia),1695-1696,,unclear from source alone
unclear from source alone,Second Northern War (Russia),1700-1721,,unclear from source alone
unclear from source alone,Expedition to Pruth River (Russia),1711-1711,,unclear from source alone
unclear from source alone,Expedition to Khiva (Russia),1716-1717,,unclear from source alone
unclear from source alone,War for the Polish Succession (Russia),1733-1735,,unclear from source alone
unclear from source alone,Seven years' War (Russia),1756-1762,,unclear from source alone
unclear from source alone,Pugacheff's Mutiny (Russia),1773-1774,,unclear from source alone
unclear from source alone,Second Coalitional War  (Russia),1798-1801,,unclear from source alone
unclear from source alone,Third Coalitional War (Russia),1805-1805,,unclear from source alone
unclear from source alone,War of 1813-1814 (Russia),1813-1814,,unclear from source alone
unclear from source alone,France in Tonkin (France),1873-1874,,unclear from source alone
unclear from source alone,War for the defence of the Papal State (France),1860-1861,,unclear from source alone
unclear from source alone,Syrian War (France),1860-1860,,unclear from source alone
unclear from source alone,"War of the Civil league ""du bien publique"" (France)",1465-1466,,unclear from source alone
unclear from source alone,Burgundian War (France),1468-1468,,unclear from source alone
unclear from source alone,War of 1470-74 (France),1470-1474,,unclear from source alone
unclear from source alone,Burgundian War (France),1478-1479,,unclear from source alone
unclear from source alone,"Insurrection in Bretagne ""La Guerre Folle"" (France)",1485-1488,,unclear from source alone
unclear from source alone,Italian War of Charles VIII (France),1494-1497,,unclear from source alone
unclear from source alone,First War of Louis VII for Milan (France),1499-1500,,unclear from source alone
unclear from source alone,Second War of Louis VII for Naples (France),1501-1504,,unclear from source alone
unclear from source alone,"War with Venice ""Cambrian League"" (France)",1508-1510,,unclear from source alone
unclear from source alone,War with Holy League (France),1511-1514,,unclear from source alone
unclear from source alone,Second War of Francis I for Milan (France),1515-1515,,unclear from source alone
unclear from source alone,First War with Charles V (France),1521-1525,,unclear from source alone
unclear from source alone,Second War with Charles V (France),1527-1529,,unclear from source alone
unclear from source alone,Third War with Charles V (France),1536-1538,,unclear from source alone
unclear from source alone,Fourth War with Charles V (France),1542-1544,,unclear from source alone
unclear from source alone,Insurrection in 1548 (France),1548-1548,,unclear from source alone
unclear from source alone,Intervention in Scotland (France),1546-1548,,unclear from source alone
unclear from source alone,Burgundian Civil War (France),1411-1415,,unclear from source alone
unclear from source alone,War of Henry II with Charles V (France),1552-1556,,unclear from source alone
unclear from source alone,Burgundian Civil War (France),1408-1410,,unclear from source alone
unclear from source alone,Insurrection of Etienne Marcel (France),1357-1358,,unclear from source alone
unclear from source alone,War with Henry I for the Burgundian Succession  (France),1031-1031,,unclear from source alone
unclear from source alone,First Crusade (France),1096-1099,,unclear from source alone
unclear from source alone,Expedition against Emperor Henry V (France),1124-1142,,unclear from source alone
unclear from source alone,Expedition of Louis VII against Champagne (France),1142-1142,,unclear from source alone
unclear from source alone,Second Crusade of Louis VII & of Emperor Conrad III (France),1147-1149,,unclear from source alone
unclear from source alone,"Third Crusade (of Philip Augustus, Richard the Lion Heart and Frederic Barbarossa) for France (France)",1189-1191,,unclear from source alone
unclear from source alone,Fourth Crusade (France),1202-1204,,unclear from source alone
unclear from source alone,First Albigensian War (France),1207-1215,,unclear from source alone
unclear from source alone,Second Albigensian War (France),1216-1222,,unclear from source alone
unclear from source alone,Third Albigensian War (France),1223-1226,,unclear from source alone
unclear from source alone,Civil War (France),1226-1231,,unclear from source alone
unclear from source alone,Civil War (France),1233-1234,,unclear from source alone
unclear from source alone,Fourth Albigensian War (France),1226-1229,,unclear from source alone
unclear from source alone,Fifth Albigensian War (France),1244-1244,,unclear from source alone
unclear from source alone,Seventh Crusade (France),1248-1254,,unclear from source alone
unclear from source alone,"First Insurrection ""Pastoureaux"" (France)",1251-1251,,unclear from source alone
unclear from source alone,Eighth Crusade (France),1268-1268,,unclear from source alone
unclear from source alone,Burgundian Civil War (France),1405-1407,,unclear from source alone
unclear from source alone,"War of the ""League"" (France)",1585-1594,,unclear from source alone
unclear from source alone,Mantuan War (France),1629-1631,,unclear from source alone
unclear from source alone,Thirty Years' War in Germany (France),1635-1648,,unclear from source alone
unclear from source alone,War with Spain (France),1808-1814,,unclear from source alone
unclear from source alone,War with England (France),1803-1814,,unclear from source alone
unclear from source alone,War with Russia   (France),1812-1812,,unclear from source alone
unclear from source alone,War of 1813-1814 (France),1813-1814,,unclear from source alone
unclear from source alone,100 Days' War (France),1815-1815,,unclear from source alone
unclear from source alone,Egyptian Expedition of 1801-1802 (France),1801-1802,,unclear from source alone
unclear from source alone,Spanish Expedition ,1823-1823,,unclear from source alone
unclear from source alone,On the Madagascar (France),1829-1829,,unclear from source alone
unclear from source alone,On the Madagascar (France),1845-1845,,unclear from source alone
unclear from source alone,War in Mexico (France),1838-1839,,unclear from source alone
unclear from source alone,War in Algeria (France),1830-1847,,unclear from source alone
unclear from source alone,War in Argentine (France),1838-1840,,unclear from source alone
unclear from source alone,War in Cochin China (France),1847-1847,,unclear from source alone
unclear from source alone,Roman Expedition (France),1849-1849,,unclear from source alone
unclear from source alone,War with Morocco (France),1843-1844,,unclear from source alone
unclear from source alone,"Expedition to Uruguay, Obligado (France)",1845-1845,,unclear from source alone
unclear from source alone,Crimean War (France),1854-1856,,unclear from source alone
unclear from source alone,War with Austria (France),1809-1809,,unclear from source alone
unclear from source alone,War with Russia and Prussia (France),1806-1807,,unclear from source alone
unclear from source alone,Third Coalitional War (France),1805-1805,,unclear from source alone
unclear from source alone,Insurrection in Santa Domingo (France),1791-1803,,unclear from source alone
unclear from source alone,The Fronde (France),1648-1652,,unclear from source alone
unclear from source alone,Devolution War (France),1667-1668,,unclear from source alone
unclear from source alone,Second War of Louis XIV (France),1672-1675,,unclear from source alone
unclear from source alone,Second War of Louis XIV (France),1676-1679,,unclear from source alone
unclear from source alone,"""Reunion"" War (France)",1683-1684,,unclear from source alone
unclear from source alone,Third War of Louis XIV (France),1688-1697,,unclear from source alone
unclear from source alone,War for Spanish Succession (France),1701-1713,,unclear from source alone
unclear from source alone,"War of the ""Quadruple Alliance"" (France)",1718-1720,,unclear from source alone
unclear from source alone,"Third Crusade, Richard the Lion Hearted (England)",1190-1192,,unclear from source alone
unclear from source alone,"Insurrection of the ""Camisards"" in Languedoc (France)",1702-1706,,unclear from source alone
unclear from source alone,War for the Austrian Succession (France),1741-1748,,unclear from source alone
unclear from source alone,Seven Years' War (France),1756-1763,,unclear from source alone
unclear from source alone,War with England (North American) (France),1779-1783,,unclear from source alone
unclear from source alone,First Coalitional War (France),1792-1797,,unclear from source alone
unclear from source alone,Second Coalitional War (France),1789-1801,,unclear from source alone
unclear from source alone,War with England (revolutionary) (France),1793-1802,,unclear from source alone
unclear from source alone,War in the Vendee (France),1793-1796,,unclear from source alone
unclear from source alone,Egyptian Expedition of Bonaparte (France),1795-1802,,unclear from source alone
unclear from source alone,War for the Polish Succession (France),1733-1738,,unclear from source alone
unclear from source alone,War for Bavarian Succession (Germany),1778-1789,,unclear from source alone
unclear from source alone,Thirty Years' War (England),1624-1625,,unclear from source alone
unclear from source alone,"Uprising of Henry II, Bavarian (Austria-Hungary)",974-974,,unclear from source alone
unclear from source alone,Second Italian Expedition of Frederic I Barbarossa (Austria-Hungary),1158-1162,,unclear from source alone
unclear from source alone,Fourth Italian Expedition of Frederic I Barbarossa (Austria-Hungary),1166-1168,,unclear from source alone
unclear from source alone,Fifth Italian Expedition of Frederic I Barbarossa (Austria-Hungary),1174-1178,,unclear from source alone
unclear from source alone,Third Crusade of Frederic I Barbarossa (Austria-Hungary),1189-1191,,unclear from source alone
unclear from source alone,Wars of Henry VI in Sicily and with Henry the Lion (Austria-Hungary),1190-1197,,unclear from source alone
unclear from source alone,Crusade of the Hungarian King Andreas (Austria-Hungary),1217-1217,,unclear from source alone
unclear from source alone,Fifth Crusade of Frederic II (Austria-Hungary),1228-1229,,unclear from source alone
unclear from source alone,Struggle of Frederic II Hogenstaufen with Guelfs of Italy (Austria-Hungary),1237-1250,,unclear from source alone
unclear from source alone,"Invasion of Batyi into Silesia, Moravia and Hungary (Austria-Hungary)",1240-1241,,unclear from source alone
unclear from source alone,Struggle of Conrad IV with Naples (Austria-Hungary),1250-1250,,unclear from source alone
unclear from source alone,War of Conrad IV with Naples (Austria-Hungary),1251-1254,,unclear from source alone
unclear from source alone,Expedition of Conrad into Lower Italy (Austria-Hungary),1268-1268,,unclear from source alone
unclear from source alone,"German-Bohemian Wars (Rudolph Hapsburg, Ottocar of Bohemia) (Austria-Hungary)",1276-1278,,unclear from source alone
unclear from source alone,War of Emperor Rudolph Habsburg with Eberhardt of Wertemburg (Austria-Hungary),1286-1286,,unclear from source alone
unclear from source alone,South German Municipal War (Austria-Hungary),1377-1389,,unclear from source alone
unclear from source alone,First Poland Expedition of Frederic I Barbarossa (Austria-Hungary),1175-1175,,unclear from source alone
unclear from source alone,Hussite Wars (Austria-Hungary),1419-1425,,unclear from source alone
unclear from source alone,First Italian Expedition of Frederic I Barbarossa (Austria-Hungary),1154-1154,,unclear from source alone
unclear from source alone,Struggle of Conrad III with Henry the Proud and Henry the Lion (Austria-Hungary),1138-1142,,unclear from source alone
unclear from source alone,Boer War (England),1899-1902,,unclear from source alone
unclear from source alone,Hungarian Insurrection (Austria-Hungary),1848-1849,,unclear from source alone
unclear from source alone,Tibet Expedition (England),1903-1904,,unclear from source alone
unclear from source alone,Somali War (England),1901-1902,,unclear from source alone
unclear from source alone,NorthWest boundary of India (England),1908-1908,,unclear from source alone
unclear from source alone,England in World War One,1914-1918,,unclear from source alone
unclear from source alone,Afghan War (England),1919-1919,,unclear from source alone
unclear from source alone,Expedition against Bosnia (Austria-Hungary),1835-1846,,unclear from source alone
unclear from source alone,Expedition against Lothaire (Austria-Hungary),978-978,,unclear from source alone
unclear from source alone,Struggle against the Saracens and Greeks in Italy (Austria-Hungary),982-982,,unclear from source alone
unclear from source alone,Struggle of Henry IV with the Saxons (Austria-Hungary),1073-1075,,unclear from source alone
unclear from source alone,Struggle with Rudolf of Sweden (Austria-Hungary),1080-1080,,unclear from source alone
unclear from source alone,Conquest of Rome by Henry IV,1084-1084,,unclear from source alone
unclear from source alone,Struggle of Henry IV with his sons (Austria-Hungary),1105-1105,,unclear from source alone
unclear from source alone,Uprising of the Saxons (Austria-Hungary),1120-1120,,unclear from source alone
unclear from source alone,Second Crusade of Emperor Conrad III (Austria-Hungary),1147-1149,,unclear from source alone
unclear from source alone,Hussite Wars (Austria-Hungary),1426-1436,,unclear from source alone
unclear from source alone,Wars of Hunyadi (Austria-Hungary),1462-1464,,unclear from source alone
unclear from source alone,Wars of Hunyadi (Austria-Hungary),1468-1469,,unclear from source alone
unclear from source alone,Hungarian Insurrection War (Austria-Hungary),1703-1711,,unclear from source alone
unclear from source alone,War for the Spanish Succession (Austria-Hungary),1701-1714,,unclear from source alone
unclear from source alone,War of the Quadruple Alliance (Austria-Hungary),1718-1720,,unclear from source alone
unclear from source alone,First Silesian War (Austria-Hungary),1740-1742,,unclear from source alone
unclear from source alone,War for the Polish Succession (Austria-Hungary),1733-1738,,unclear from source alone
unclear from source alone,Second Silesian War (Austria-Hungary),1744-1745,,unclear from source alone
unclear from source alone,War for the Austrian Succession (Austria-Hungary),1741-1748,,unclear from source alone
unclear from source alone,Seven years' War (Austria-Hungary),1756-1763,,unclear from source alone
unclear from source alone,War for the Bavarian Succession (Austria-Hungary),1778-1779,,unclear from source alone
unclear from source alone,First Coalitional War (Austria-Hungary),1792-1797,,unclear from source alone
unclear from source alone,Second Coalitional War (Austria-Hungary),1798-1801,,unclear from source alone
unclear from source alone,Insurrection in the Austrian Netherlands (Austria-Hungary),1789-1790,,unclear from source alone
unclear from source alone,Third Coalitional War (Austria-Hungary),1805-1805,,unclear from source alone
unclear from source alone,War of 1813-1814 (Austria-Hungary),1813-1814,,unclear from source alone
unclear from source alone,One Hundred Days' War (Austria-Hungary),1815-1815,,unclear from source alone
unclear from source alone,Transylvanian War (Austria-Hungary),1661-1664,,unclear from source alone
unclear from source alone,First Northern War (Austria-Hungary),1658-1660,,unclear from source alone
unclear from source alone,Mantuan War (Austria-Hungary),1630-1631,,unclear from source alone
unclear from source alone,Thirty Years' War (second entry) (Austria-Hungary),1626-1648,,unclear from source alone
unclear from source alone,War of Podiebrad of Bohemia (Austria-Hungary),1462-1462,,unclear from source alone
unclear from source alone,Bohemian-Hungarian (half-Hussite) (Austria-Hungary),1470-1475,,unclear from source alone
unclear from source alone,Bohemian-Hungarian (half-Hussite) (Austria-Hungary),1476-1478,,unclear from source alone
unclear from source alone,Hungarian War (Austria-Hungary),1477-1478,,unclear from source alone
unclear from source alone,Hungarian War (Austria-Hungary),1480-1491,,unclear from source alone
unclear from source alone,Peasant War in Hungary (Austria-Hungary),1514-1514,,unclear from source alone
unclear from source alone,Peasant War in Austria (Austria-Hungary),1515-1515,,unclear from source alone
unclear from source alone,Intervention in Crete (England),1897-1899,,unclear from source alone
unclear from source alone,Knight War (Austria-Hungary),1522-1523,,unclear from source alone
unclear from source alone,War between Wurttemberg and Hessen (Austria-Hungary),1534-1534,,unclear from source alone
unclear from source alone,Tunis Expedition (Austria-Hungary),1535-1535,,unclear from source alone
unclear from source alone,Ghent's insurrection (Austria-Hungary),1537-1540,,unclear from source alone
unclear from source alone,"Insurrection in Hungary, Zapolya (Austria-Hungary)",1537-1538,,unclear from source alone
unclear from source alone,Expedition to Algeria (Austria-Hungary),1541-1541,,unclear from source alone
unclear from source alone,War with Schmalkaldic League (Austria-Hungary),1546-1547,,unclear from source alone
unclear from source alone,Thirty Years' War (Austria-Hungary),1618-1626,,unclear from source alone
unclear from source alone,Peasant War in Saxony (Austria-Hungary),1524-1525,,unclear from source alone
unclear from source alone,War of the Sudan (England),1896-1899,,unclear from source alone
unclear from source alone,Boxer's Insurrection (England),1900-1900,,unclear from source alone
unclear from source alone,Insurrection in Ulster (England),1594-1603,,unclear from source alone
unclear from source alone,Percy's uprising (England),1403-1403,,unclear from source alone
unclear from source alone,Conspiracy of Scrope (England),1405-1405,,unclear from source alone
unclear from source alone,Northumberland's uprising (England),1408-1408,,unclear from source alone
unclear from source alone,Wars of the Roses (England),1455-1464,,unclear from source alone
unclear from source alone,Continuation of Wars of the Roses (England),1469-1471,,unclear from source alone
unclear from source alone,Campaign of Henry Tudor (England),1485-1485,,unclear from source alone
unclear from source alone,War with Charles V (England),1527-1529,,unclear from source alone
unclear from source alone,Insurrection in Devonshire (England),1549-1549,,unclear from source alone
unclear from source alone,Western Rebellion (England),1549-1549,,unclear from source alone
unclear from source alone,Insurrection in Ulster (England),1561-1567,,unclear from source alone
unclear from source alone,Insurrection in Northern England (England),1569-1569,,unclear from source alone
unclear from source alone,Insurrection in Munster NB DATE NOT GIVEN - HAVE USED DATE FROM PREVIOUS ENTRY) (England),1569-1569,,unclear from source alone
unclear from source alone,Insurrection in Munster (England),1576-1583,,unclear from source alone
unclear from source alone,Third Burma War (England),1885-1889,,unclear from source alone
unclear from source alone,Revolt of the Gaidamacks (Poland-Lithuania),1768-1768,,unclear from source alone
unclear from source alone,Welsh Insurrection (England),1401-1409,,unclear from source alone
unclear from source alone,First Bishop's War (England),1639-1639,,unclear from source alone
unclear from source alone,Insurrection of Richard II (England),1400-1400,,unclear from source alone
unclear from source alone,Great Revolt (England),1381-1381,,unclear from source alone
unclear from source alone,Second Silesian War (Germany),1744-1745,,unclear from source alone
unclear from source alone,First Silesian War (Germany),1740-1742,,unclear from source alone
unclear from source alone,War for Polish Succession (Germany),1733-1735,,unclear from source alone
unclear from source alone,Great Northern War (Germany),1715-1720,,unclear from source alone
unclear from source alone,Civil War of Simon de Montfort (England),1263-1266,,unclear from source alone
unclear from source alone,War of the Spanish Succession (Germany),1702-1713,,unclear from source alone
unclear from source alone,First Northern War (Germany),1658-1660,,unclear from source alone
unclear from source alone,Scotch Wars (England),1297-1300,,unclear from source alone
unclear from source alone,Austria-Hungary in World War One,1914-1918,,unclear from source alone
unclear from source alone,Insurrection in Southern Dalmatia (Austria-Hungary),1882-1882,,unclear from source alone
unclear from source alone,Scotch War (England),1301-1304,,unclear from source alone
unclear from source alone,Scotch War (England),1306-1307,,unclear from source alone
unclear from source alone,Scotch War (England),1311-1313,,unclear from source alone
unclear from source alone,Insurrection against Edward II (England),1321-1322,,unclear from source alone
unclear from source alone,Insurrection against Edward II (England),1326-1327,,unclear from source alone
unclear from source alone,Lancaster Expedition (England),1399-1399,,unclear from source alone
unclear from source alone,Second Bishop's War (England),1640-1640,,unclear from source alone
unclear from source alone,Occupation of Modena and Parma (Austria-Hungary),1831-1831,,unclear from source alone
unclear from source alone,Civil War (England),1651-1651,,unclear from source alone
unclear from source alone,Goorkha War (England),1814-1817,,unclear from source alone
unclear from source alone,Third Mahratta War (England),1817-1818,,unclear from source alone
unclear from source alone,First Burma War (England),1824-1826,,unclear from source alone
unclear from source alone,Ashanti War (England),1824-1825,,unclear from source alone
unclear from source alone,Intervention in Portugal (England),1826-1826,,unclear from source alone
unclear from source alone,Intervention in the Netherlands (England),1832-1832,,unclear from source alone
unclear from source alone,Egyptian insurrection (England),1840-1841,,unclear from source alone
unclear from source alone,Sikh's Wars (England),1843-1849,,unclear from source alone
unclear from source alone,Intervention in Uruguay (England),1845-1845,,unclear from source alone
unclear from source alone,Intervention in Argentine (England),1845-1846,,unclear from source alone
unclear from source alone,Kaffir War (England),1851-1852,,unclear from source alone
unclear from source alone,Second Burma War  (England),1852-1853,,unclear from source alone
unclear from source alone,War in Abyssinia (England),1867-1868,,unclear from source alone
unclear from source alone,Expedition against Montenegro (Austria-Hungary),1838-1838,,unclear from source alone
unclear from source alone,War in Transvaal (England),1880-1881,,unclear from source alone
unclear from source alone,War of the Sudan (England),1881-1885,,unclear from source alone
unclear from source alone,Occupation of Egypt (England),1882-1884,,unclear from source alone
unclear from source alone,Civil War (England),1642-1650,,unclear from source alone
unclear from source alone,Second Mahratta War (England),1802-1806,,unclear from source alone
unclear from source alone,Sepoy Revolt (England),1806-1806,,unclear from source alone
unclear from source alone,Great Northern War (England),1720-1721,,unclear from source alone
unclear from source alone,War for the Austrian Succession (England),1743-1748,,unclear from source alone
unclear from source alone,War in India (England),1763-1765,,unclear from source alone
unclear from source alone,Sepoy Mutiny of 1764 (England),1764-1764,,unclear from source alone
unclear from source alone,War with the Pretender (England),1715-1716,,unclear from source alone
unclear from source alone,North American War (England),1775-1783,,unclear from source alone
unclear from source alone,War with the Younger Pretender (England),1745-1746,,unclear from source alone
unclear from source alone,Seven Years' War (England),1755-1763,,unclear from source alone
unclear from source alone,First Mahratta War (England),1778-1781,,unclear from source alone
unclear from source alone,First Mysore War (England),1782-1784,,unclear from source alone
unclear from source alone,Second Mysore War (England),1790-1792,,unclear from source alone
unclear from source alone,War for the Spanish Succession (England),1701-1713,,unclear from source alone
unclear from source alone,"""One Hundred Days' War"" (England)",1815-1815,,unclear from source alone
unclear from source alone,War of the Quadruple Alliance (England),1718-1720,,unclear from source alone
US,War with United States of America (England),1812-1815,,US
USA,Spanish War with USA (Spain),1898-1898,,USA
Uskoks,Uskok War with Venice (Austria-Hungary),1615-1617,,Uskoks
venice,War with Venice (Spain),1617-1621,,venice
Venice,War with Venice (Austria-Hungary),1513-1518,,Venice
