participant,conflict_name,years,participant_correction,participant_new
Poland,Turkey vs Austria & Poland,1682-1699,,Poland
Poland,Poland invaded Russia,1608-1612,,Poland
Poland,Russia invaded Poland,1733-1735,,Poland
Poland,Poland invaded Sweden,1598-1599,,Poland
Poland,Russia vs Poland,1512-1521,,Poland
Poland,Russia vs Poland in Lithuania,1658-1660,,Poland
Poland,Poland vs Russia & Prussia,1794-1794,,Poland
Poland,Poland vs Lithuania,1920-1920,,Poland
Poland,"USSR vs Poland, France intervention",1919-1920,,Poland
Poland,Poland vs Russia,1863-1864,,Poland
Poland,Sweden vs Poland,1655-1661,,Poland
Poland,Turkey vs Poland in Ukraine,1671-1676,,Poland
Poland,Russia invaded Poland,1632-1634,,Poland
Poland,Poland in WWII,1939-1945,,Poland
Poland,Poland in World War I,1914-1918,,Poland
Polish Insurgents,Polish Revolt & Partition,1792-1794,,Polish Insurgents
Portugal,"Carlists vs Government in Spain; UK, France, Portugal interventions",1833-1840,,Portugal
Portugal,India: Portugese conquered Goa,1509-1512,,Portugal
Portugal,"Angola Independence vs Portugal; USSR, South Africa intervention",1961-1975,,Portugal
Portugal,Spain vs Portugal,1579-1581,,Portugal
Portugal,Netherlands vs Portugal War in Brazil,1657-1661,,Portugal
Portugal,Portugal vs Morocco,1578-1578,,Portugal
Portugal,India: Gujerat - Egypt vs Portugal,1508-1509,,Portugal
Portugal,Mozambique Independence vs Portugal,1965-1975,,Portugal
Portugal,Portugal vs Spain for Independence,1642-1668,,Portugal
Portugal,Portugal in WWI,1916-1918,,Portugal
Portugal,Guinea-Bissau Independence vs Portugal,1962-1974,,Portugal
Portugal Government,"Portuguese Conservatives vs Government; UK, France, Spain intervention",1829-1834,,Portugal Government
Portuguese Conservatives,"Portuguese Conservatives vs Government; UK, France, Spain intervention",1829-1834,,Portuguese Conservatives
Protestant cantons (Switzerland),Swiss Catholic vs Protestant cantons,1531-1531,,Protestant cantons (Switzerland)
Protestants,Protestants vs Holy Roman Empire,1546-1547,,Protestants
Province of Katanga (Zaire),"Zaire: UK, Belgian intervention, Katanga",1960-1965,,Province of Katanga (Zaire)
Prussia,Prussia & Italy vs Austria; France intervention,1866-1866,,Prussia
Prussia,Prussia & Austria-Hungary vs Denmark,1864-1864,,Prussia
Prussia,Prussia vs Denmark,1848-1849,,Prussia
Prussia,Prussia invades Austria,1739-1748,,Prussia
Prussia,France vs Germany/Prussia,1870-1871,,Prussia
Prussia,Poland vs Russia & Prussia,1794-1794,,Prussia
Prussia,Prussia invades Austria,1778-1779,,Prussia
Rabeh (Chad),Rabeh vs Bornu in Chad,1893-1893,,Rabeh (Chad)
Rajput (India),India: Rajput vs Moguls,1526-1529,,Rajput (India)
Rebel leaders in Algeria,Algeria: Rebel leaders vs Government,1962-1963,,Rebel leaders in Algeria
Rebels,King of Ethiopia kills Rebels; France intervention,1861-1861,,Rebels
Rebels,Liberia Rebels vs (other) Rebels vs Government,1990-1990,,Rebels
Republicans (Spain),"Spanish Civil War; Italian, USSR, German intervention",1936-1939,,Republicans (Spain)
Revolutionaries,Bourgeois revolution vs Czar,1917-1917,,Revolutionaries
Rhodesia,Zimbabwe: Patriot Front vs Rhodesia,1972-1979,,Rhodesia
Romania,Czechoslavakia & Romania vs Hungary,1919-1919,,Romania
Romania,Romania in WWI,1916-1917,,Romania
Romania,Romania in WWII,1941-1945,,Romania
Romania Government,Romanian Peasants vs Government,1907-1907,,Romania Government
Romania Government,"Romanian Government, Romanian Demonstrators",1989-1989,,Romania Government
Romanian Peasants,Romanian Peasants vs Government,1907-1907,,Romanian Peasants
Romanian peasants,Romanian peasants vs Hungary,1784-1785,,Romanian peasants
Russia,Russia & Austria vs Turkey,1736-1739,,Russia
Russia,Russian expedition to Khiva,1716-1717,,Russia
Russia,Tarnograd vs Russia,1715-1717,,Russia
Russia,Circassians vs USSR,1829-1840,,Russia
Russia,Russia vs Khivans,1839-1839,,Russia
Russia,Russia vs Turkomans,1878-1881,,Russia
Russia,Russia expansion to Central Asia,1865-1876,,Russia
Russia,Russo-lran War,1722-1723,,Russia
Russia,"Syria: Egypt vs Turkey & UK: Germany, Russia, France intervention",1839-1840,,Russia
Russia,Russia vs Afghanistan,1885-1885,,Russia
Russia,"Turkey v Russia; UK, France, Italy invade",1853-1856,,Russia
Russia,China: Manchuria vs Russian occupation,1900-1900,,Russia
Russia,Turkey vs Russia in Ukraine,1678-1681,,Russia
Russia,Russia in WWI,1914-1917,,Russia
Russia,Japan vs Russia,1904-1905,,Russia
Russia,Hungary vs Austria-Hungary & Russia,1848-1849,,Russia
Russia,"Syria: Egypt vs Turkey; Russia, France, UK intervention",1831-1832,,Russia
Russia,Turkey vs Russia in Hungary,1711-1711,,Russia
Russia,Russia vs Poland,1654-1656,,Russia
Russia,Russo-lran War,1795-1796,,Russia
Russia,Russo-lran War,1804-1813,,Russia
Russia,Russia invaded Poland,1632-1634,,Russia
Russia, Russia vs Iran,1826-1828,,Russia
Russia,Russia vs Turkey at Azov,1695-1696,,Russia
Russia,Russia vs Poland,1512-1521,,Russia
Russia,Russia vs Sweden in Finland (Denmark intervention),1788-1790,,Russia
Russia,Russia sacks Novgorod,1570-1570,,Russia
Russia,Russia vs Turkey,1768-1774,,Russia
Russia,Russia vs Turkey (Austria intervention),1787-1792,,Russia
Russia,Russia vs Turkey,1877-1878,,Russia
Russia,Russia vs Poland in Lithuania,1658-1660,,Russia
Russia,Russia invaded Poland,1733-1735,,Russia
Russia,Russia vs Sweden,1656-1658,,Russia
Russia,Northern War (Sweden vs Russia),1700-1721,,Russia
Russia,Sweden vs Russia,1741-1743,,Russia
Russia,Poland vs Russia & Prussia,1794-1794,,Russia
Russia,Russia vs Turkey,1828-1829,,Russia
Russia,Russia vs Sweden,1808-1809,,Russia
Russia,Poles vs Russia,1831-1831,,Russia
Russia,Poland vs Russia,1863-1864,,Russia
Russia,Russia vs Turkey,1806-1812,,Russia
Russia,Poland invaded Russia,1608-1612,,Russia
Russia (Czar),Peasants & Workers vs Government,1905-1906,,Russia (Czar)
Russia (Czar),Streltsy Revolt vs Czar,1698-1698,,Russia (Czar)
Russia (Czar),Bourgeois revolution vs Czar,1917-1917,,Russia (Czar)
Russian Revolutionaries,"Russian Civil War; US, UK, France, Japan intervention",1918-1920,,Russian Revolutionaries
Russians,"Pogrom, Russians vs Jews",1905-1905,,Russians
Salvadoran Democratic Front,Salvadoran Democratic Front vs Government,1979-1990,,Salvadoran Democratic Front
Sandinistas,Sandinistas vs Somoza in Nicaragua,1978-1979,,Sandinistas
Sandinistas,Contras vs Sandinistas in Nicaragua,1981-1988,,Sandinistas
Santals (India),India: Santals vs UK,1855-1855,,Santals (India)
Santo Domingo,Spain vs Santo Domingo,1863-1865,,Santo Domingo
Sardinia,Sardinia vs Austria-Hungary,1848-1849,,Sardinia
Sardinia,Austro-Sardinian War,1701-1703,,Sardinia
Sardinia,Spain seizes Sardinia,1717-1717,,Sardinia
Satsuma rebels,Japan: Satsuma rebellion,1877-1877,,Satsuma rebels
Scotland,Scots try to seize power,1745-1746,,Scotland
Scotland,Scottish Rebellion vs UK,1667-1668,,Scotland
Scotland,England vs Scotland,1522-1523,,Scotland
Scotland,Scotland vs UK,1715-1715,,Scotland
Scotland,UK vs Scotland,1650-1651,,Scotland
Scotland,Scotland vs England,1513-1515,,Scotland
Scotland,England vs Scotland,1542-1550,,Scotland
Scotland,Scots & UK vs France,1560-1560,,Scotland
Senegal,France vs Senegal,1857-1857,,Senegal
Senegal,France vs Senegal,1890-1891,,Senegal
Sepoy Revolt (India),India: Sepoy Revolt vs UK,1806-1806,,Sepoy Revolt (India)
Sepoys (India),India: Sepoy mutiny vs UK,1857-1859,,Sepoys (India)
Serbia,Serbia vs Bulgaria; Austria-Hungary intervention,1885-1885,,Serbia
Shah of Iran, Iran: Islam vs Shah; dissidents,1978-1989,,Shah of Iran
Shaka Zulus (South Africa),Shaka Zulu Expansion in South Africa,1818-1828,,Shaka Zulus (South Africa)
Shammar Tribe in Iraq,Iraq: Shammar Tribe vs Government,1959-1959,,Shammar Tribe in Iraq
Shantung insurgents,China: Revolt of Shantung,1774-1774,,Shantung insurgents
Shining Path,Shining Path vs Government of Peru,1983-1990,,Shining Path
Siam,France vs Siam,1893-1893,,Siam
Sierra Leone Tribes,Sierra Leone Tribes vs UK,1898-1898,,Sierra Leone Tribes
Sikhs (India),India: UK vs Sikhs,1845-1848,,Sikhs (India)
Sikhs (India),India: Sikhs vs UK,1848-1849,,Sikhs (India)
Sind Army (India),"India: UK vs Baluchis, Sind Army",1843-1843,,Sind Army (India)
Sinhalese,Tamils vs Sinhalese vs Government of Sri Lanka,1984-1990,,Sinhalese
Sioux Indians,Sioux Indians vs US,1861-1867,,Sioux Indians
Sioux Indians,Sioux Indians vs US,1876-1877,,Sioux Indians
slave-raiders,Egypt vs slave-raiders,1878-1879,,slave-raiders
Somalia,Cuba & Somalia intervention in Ethiopia,1976-1983,,Somalia
Somoza,Sandinistas vs Somoza in Nicaragua,1978-1979,,Somoza
South Africa,World War II - South Africa,1939-1945,,South Africa
South Africa,"Angola Independence vs Portugal; USSR, South Africa intervention",1961-1975,,South Africa
South Africa,Cuba & South Africa intervention in Angolan civil war,1975-1990,,South Africa
South African Blacks,Blacks vs Security Forces in South Africa,1976-1976,,South African Blacks
South African Blacks,Blacks vs (other) Blacks vs Police in South Africa,1983-1990,,South African Blacks
South African Kaffirs,South African Kaffirs vs UK,1846-1847,,South African Kaffirs
South African Kaffirs,8th South African Kaffir War,1850-1853,,South African Kaffirs
South African Kaffirs,9th Kaffir War vs UK in South Africa,1877-1878,,South African Kaffirs
South African Police,Blacks vs (other) Blacks vs Police in South Africa,1983-1990,,South African Police
South African Security Forces,Blacks vs Security Forces in South Africa,1976-1976,,South African Security Forces
South Korean Army,South Korean Army kill people,1980-1980,,South Korean Army
South Vietnam,US & South Vietnam vs North Vietnam,1965-1975,,South Vietnam
South Yemen,Civil War in South Yemen,1986-1987,,South Yemen
Spain,Spain vs Algeria,1541-1541,,Spain
Spain,"Spain vs Morocco; France, UK intervention",1859-1860,,Spain
Spain,Spain conquered Mexico,1520-1521,,Spain
Spain,Spanish-Moroccan War,1775-1775,,Spain
Spain,Cuba vs Spain with US intervention,1895-1898,,Spain
Spain,Turkey vs Spain & Italy in Cyprus,1570-1578,,Spain
Spain,Latin America Independence from Spain,1810-1825,,Spain
Spain,Philippines vs Spain; US invades,1896-1898,,Spain
Spain,US vs Spain over Cuba & Philippines,1898-1898,,Spain
Spain,Spain vs Tunisia,1535-1535,,Spain
Spain,Mexican revolt vs Spain,1829-1829,,Spain
Spain,Spain vs Grand Alliance,1701-1714,,Spain
Spain,Spain conquered Peru,1531-1531,,Spain
Spain,"Portuguese Conservatives vs Government; UK, France, Spain intervention",1829-1834,,Spain
Spain,Spain vs Turkey in Tunisia,1532-1535,,Spain
Spain,France vs Spain,1667-1668,,Spain
Spain,Portugal vs Spain for Independence,1642-1668,,Spain
Spain,"Mexican Liberals vs Government; UK, France, Spain, Austria intervention",1858-1861,,Spain
Spain,Spain invade Algeria,1775-1775,,Spain
Spain,Spain vs Portugal,1579-1581,,Spain
Spain,Dutch Independence & Spanish Armada,1585-1604,,Spain
Spain,"Spain vs Chile & Peru; Bolivia, Ecuador intervention",1865-1866,,Spain
Spain,Turkey vs Spain in Malta,1559-1565,,Spain
Spain,Spain vs France,1650-1659,,Spain
Spain,France & Spain intervention in Morocco,1921-1926,,Spain
Spain,France vs Spain & UK in Italy,1556-1559,,Spain
Spain,Morocco: Independence from France; Spain intervention,1953-1956,,Spain
Spain,France vs Spain in Italy,1526-1529,,Spain
Spain,France vs Spain,1550-1556,,Spain
Spain,Spain seizes Sardinia,1717-1717,,Spain
Spain,Spain attacks Austria,1718-1720,,Spain
Spain,Spain vs Santo Domingo,1863-1865,,Spain
Spain,France vs Spain in Italy,1521-1526,,Spain
Spain,France vs Spain,1590-1598,,Spain
Spain,France & Turkey vs Spain in Italy,1542-1545,,Spain
Spain,France vs Spain for Naples,1501-1504,,Spain
Spain,France vs Spain in Italy,1535-1537,,Spain
Spain,UK & France vs Spain,1656-1659,,Spain
Spain,Cuba vs Spain,1868-1878,,Spain
Spain,Spanish-British War,1726-1729,,Spain
Spain,Spain vs Morocco,1909-1910,,Spain
Spain Government,Carlists vs Government in Spain,1872-1876,,Spain Government
Spain Government,Carlists vs Government in Spain ,1847-1849,,Spain Government
Spain Government,Liberals vs Government in Spain,1868-1868,,Spain Government
Spain Government,"Carlists vs Government in Spain; UK, France, Portugal interventions",1833-1840,,Spain Government
Spain Government,Spanish Royalist vs Government; France invades,1821-1823,,Spain Government
Spain Government,Asturian miners vs Government in Spain,1934-1934,,Spain Government
Spanish Royalists,Spanish Royalist vs Government; France invades,1821-1823,,Spanish Royalists
Sri Lankan Maoists,Maoists vs Government of Sri Lanka,1971-1971,,Sri Lankan Maoists
Sri Lankan Tamils,Tamils vs Sinhalese vs Government of Sri Lanka,1984-1990,,Sri Lankan Tamils
Streltsy Insurgents,Streltsy Revolt vs Czar,1698-1698,,Streltsy Insurgents
Sudan,Sudan vs Egypt and UK,1885-1895,,Sudan
Sudan,Egypt and UK vs Sudan,1896-1899,,Sudan
SW Africa revolution,"SW Africa revolution vs Germany, massacres",1903-1908,,SW Africa revolution
Sweden,France & Sweden vs Holy Roman Empire,1618-1648,,Sweden
Sweden,Sweden vs Poland,1655-1661,,Sweden
Sweden,Kalmar (Denmark & Norway vs Sweden),1611-1613,,Sweden
Sweden,Russia vs Sweden,1656-1658,,Sweden
Sweden,Russia vs Sweden in Finland (Denmark intervention),1788-1790,,Sweden
Sweden,Poland invaded Sweden,1598-1599,,Sweden
Sweden,Northern War (Sweden vs Russia),1700-1721,,Sweden
Sweden,Sweden vs Poland in Estonia,1600-1604,,Sweden
Sweden,Sweden vs Russia,1741-1743,,Sweden
Sweden,Russia vs Sweden,1808-1809,,Sweden
Swiss,France vs Swiss for Milan,1515-1516,,Swiss
Syria,"Syria: Egypt vs Turkey & UK: Germany, Russia, France intervention",1839-1840,,Syria
Syria,France vs Syria,1920-1920,,Syria
Syria, Syria intervene in Lebanese civil war,1975-1976,,Syria
Syria," Israel: Yom Kippur War vs Egypt, Syria",1973-1973,,Syria
Syria,"Syria: Egypt vs Turkey; Russia, France, UK intervention",1831-1832,,Syria
Syrian Druses,Syria: Druses vs France,1925-1927,,Syrian Druses
Syrian Druses,Syria: Druses vs Turkey,1895-1896,,Syrian Druses
Syrian Government,Syria: Government massacres Conservative Muslims,1982-1982,,Syrian Government
Syrians,Palestinians and Syrians vs Government in Jordan,1970-1970,,Syrians
Szechwan insurgents,China: Revolt in Szechwan,1771-1776,,Szechwan insurgents
Taiping rebels,"Taiping rebellion; UK, France intervention",1860-1864,,Taiping rebels
Taiwan,Taiwan vs China,1947-1947,,Taiwan
Taiwanese,Taiwan: Civil strife,1954-1955,,Taiwanese
Tanzania,Tanzania vs Amin in Uganda; Libya intervention,1978-1979,,Tanzania
Tanzania insurgents,Tanzania: Revolt vs Germany; massacres,1905-1907,,Tanzania insurgents
Tarnograd,Tarnograd vs Russia,1715-1717,,Tarnograd
Tartars,Tartars vs Moscow,1571-1572,,Tartars
Terrorists,Terrorism; military coup (1980) in Turkey,1977-1980,,Terrorists
Terrorists,Brazil Rightist terrorism,1980-1980,,Terrorists
Texas,Texas vs Mexico,1835-1836,,Texas
Thailand,France vs Thailand,1940-1941,,Thailand
Tibet,Tibet vs China,1912-1913,,Tibet
Tibet,China: Dzungars invade Tibet,1716-1718,,Tibet
Tibet,China vs Tibet,1950-1951,,Tibet
Tibet,UK expedition to Tibet,1904-1904,,Tibet
Tibet,Dogras vs Tibet,1841-1841,,Tibet
Tibet,Tibet vs China; UK intervention,1918-1918,,Tibet
Tibetans,Tibetan Revolt,1956-1959,,Tibetans
Tippu Sahib (India),India: Tippu Sahib vs UK,1792-1799,,Tippu Sahib (India)
Tonkin (Vietnam),"France conquers Tonkin, Vietnam",1873-1885,,Tonkin (Vietnam)
Transvaal insurgents (South Africa),Transvaal revolt vs UK in South Africa,1880-1881,,Transvaal insurgents (South Africa)
Tunisia,Spain vs Tunisia,1535-1535,,Tunisia
Tunisia,Spain vs Turkey in Tunisia,1532-1535,,Tunisia
Tunisia,France vs Tunisia,1881-1881,,Tunisia
Tunisia,Tunisia: Independence from France,1952-1954,,Tunisia
Turkey,Bosnia vs Turkey,1841-1841,,Turkey
Turkey,Russia vs Turkey,1768-1774,,Turkey
Turkey,Turkey vs Austria & Poland,1682-1699,,Turkey
Turkey,Russia & Austria vs Turkey,1736-1739,,Turkey
Turkey,Austria vs Turkey,1716-1718,,Turkey
Turkey,Turkey vs Russia in Hungary,1711-1711,,Turkey
Turkey,Turkey vs Venice,1499-1503,,Turkey
Turkey,Greece vs Turkey,1919-1922,,Turkey
Turkey,Poland vs Turkey in Ukraine,1614-1621,,Turkey
Turkey,France vs Turkey,1919-1920,,Turkey
Turkey,Italy vs Turkey,1911-1912,,Turkey
Turkey,Greece vs Turkey over Crete,1897-1897,,Turkey
Turkey,Turkey vs Austria-Hungary,1520-1533,,Turkey
Turkey,Albanians vs Turkey,1830-1831,,Turkey
Turkey,Turkey vs Venice,1570-1571,,Turkey
Turkey,Armenians vs Turkey,1894-1897,,Turkey
Turkey,Cretan revolt vs Turkey,1889-1889,,Turkey
Turkey,France & Turkey vs Spain in Italy,1542-1545,,Turkey
Turkey,Austria-Hungary vs Turkey,1663-1664,,Turkey
Turkey,Hungary vs Turkey,1657-1657,,Turkey
Turkey,Austria-Hungary vs Turkey,1593-1606,,Turkey
Turkey,Bosnia vs Turkey,1835-1837,,Turkey
Turkey,Turkey vs Venice over Crete,1645-1669,,Turkey
Turkey,Turkey vs Poland,1583-1590,,Turkey
Turkey,"Turkey v Russia; UK, France, Italy invade",1853-1856,,Turkey
Turkey,Turkey vs Montenegro,1852-1853,,Turkey
Turkey,Russia vs Turkey at Azov,1695-1696,,Turkey
Turkey,Turkey vs Russia in Ukraine,1678-1681,,Turkey
Turkey,Balkan rebellion vs Turkey in Bulgaria,1875-1877,,Turkey
Turkey,Turkey vs Poland in Ukraine,1671-1676,,Turkey
Turkey,"Greek revolution vs Turkey, UK intervention",1821-1828,,Turkey
Turkey,Turkey vs Montenegro,1858-1859,,Turkey
Turkey,Christians vs Turkey in Yugoslavia,1862-1862,,Turkey
Turkey,Russia vs Turkey (Austria intervention),1787-1792,,Turkey
Turkey,Macedonian revolt vs Turkey,1903-1903,,Turkey
Turkey,Austria-Hungary vs Turkey,1537-1541,,Turkey
Turkey,Austria-Hungary vs Turkey,1566-1568,,Turkey
Turkey,Austria vs Turkey,1590-1596,,Turkey
Turkey,Russia vs Turkey,1877-1878,,Turkey
Turkey,Russia vs Turkey,1828-1829,,Turkey
Turkey,1st Balkan War vs Turkey,1912-1913,,Turkey
Turkey,Spain vs Turkey in Tunisia,1532-1535,,Turkey
Turkey,Turkey vs Iran & Egypt,1514-1517,,Turkey
Turkey,Turkey vs Spain & Italy in Cyprus,1570-1578,,Turkey
Turkey,Turkey vs Iran,1821-1822,,Turkey
Turkey,Turkey vs Spain in Malta,1559-1565,,Turkey
Turkey,Turkey in World War I,1914-1918,,Turkey
Turkey,Syria: Druses vs Turkey,1895-1896,,Turkey
Turkey,Cyprus National Guard; Turkey invasion,1974-1974,,Turkey
Turkey,"Syria: Egypt vs Turkey & UK: Germany, Russia, France intervention",1839-1840,,Turkey
Turkey, Turkey vs Arabs in Syria,1820-1820,,Turkey
Turkey,"Syria: Egypt vs Turkey; Russia, France, UK intervention",1831-1832,,Turkey
Turkey,Russia vs Turkey,1806-1812,,Turkey
Turkey,Syria: Maronite vs Druse; Turkey intervention,1845-1845,,Turkey
Turkey Government,Terrorism; military coup (1980) in Turkey,1977-1980,,Turkey Government
Turkistan,China: USSR intervene Turkistan,1931-1934,,Turkistan
Turkomans,Russia vs Turkomans,1878-1881,,Turkomans
Tutsis,"Rwanda Tutsis vs Government, massacres",1956-1965,,Tutsis
Two Sicilies,Italian Liberals vs Two Sicilies; Austrian intervention,1845-1848,,Two Sicilies
Ugandan Army,Uganda: Army vs King,1893-1893,,Ugandan Army
Ugandan civilians,Uganda: Idi Amin massacres,1971-1978,,Ugandan civilians
UK,India: UK besieged Bharalpur,1825-1828,,UK
UK,US revolt vs UK,1778-1783,,UK
UK,Transvaal revolt vs UK in South Africa,1880-1881,,UK
UK,India: UK intervene in civil war,1936-1938,,UK
UK,"Sudan: Blacks vs Government; UK, Egypt intervention",1963-1972,,UK
UK,UK vs Afghanistan,1878-1880,,UK
UK,Boer independence vs UK in South Africa,1899-1902,,UK
UK,Zulu revolt vs UK in South Africa,1906-1906,,UK
UK,Belgian vs Netherlands with UK and France invading,1830-1833,,UK
UK,UK vs Afghanistan,1838-1842,,UK
UK,Egypt and UK vs Sudan,1896-1899,,UK
UK,Iraq: Arabs vs UK,1920-1921,,UK
UK,India: UK conquered Marathas,1817-1818,,UK
UK,India: UK vs Marathas,1778-1781,,UK
UK,India: Muslim vs Hindu; UK intervention,1946-1948,,UK
UK,Sudan vs Egypt and UK,1885-1895,,UK
UK,UK in WWII,1939-1945,,UK
UK,"Spain vs Morocco; France, UK intervention",1859-1860,,UK
UK,"Syria: Egypt vs Turkey & UK: Germany, Russia, France intervention",1839-1840,,UK
UK,India: Gurkhas vs UK,1814-1817,,UK
UK,Sudan: Mahdist rebels UK; Egypt intervention,1882-1885,,UK
UK,Sierra Leone Tribes vs UK,1898-1898,,UK
UK,"UK, Italy intervention in Libyan civil war",1911-1917,,UK
UK,India: Tippu Sahib vs UK,1792-1799,,UK
UK,Basuto revolt vs UK in South Africa,1880-1881,,UK
UK,India: UK intervene in civil war,1921-1922,,UK
UK,UK vs Zulus in South Africa,1879-1879,,UK
UK,Afghanistan vs UK,1919-1919,,UK
UK,"War of 1812, US vs UK",1812-1815,,UK
UK,UK in WWI,1914-1918,,UK
UK,"India: UK vs Baluchis, Sind Army",1843-1843,,UK
UK,India: UK vs Sikhs,1845-1848,,UK
UK,India: Sikhs vs UK,1848-1849,,UK
UK,Egypt vs UK,1882-1882,,UK
UK,"Zaire: UK, Belgian intervention, Katanga",1960-1965,,UK
UK,"Mexican Liberals vs Government; UK, France, Spain, Austria intervention",1858-1861,,UK
UK,India: Santals vs UK,1855-1855,,UK
UK,India: Sepoy mutiny vs UK,1857-1859,,UK
UK,India: Muslim rebellion vs UK,1863-1883,,UK
UK,UK Expedition to Egypt,1807-1807,,UK
UK,"Suez in Egypt: Israel, France, UK invasion",1956-1956,,UK
UK,Indians vs UK,1763-1763,,UK
UK, UK vs Bhutan,1864-1865,,UK
UK,India: Marathas vs UK,1802-1806,,UK
UK,India: Amritsar massacre by UK,1918-1919,,UK
UK,"Russian Civil War; US, UK, France, Japan intervention",1918-1920,,UK
UK,India: Bengal vs UK,1756-1757,,UK
UK,South African Kaffirs vs UK,1846-1847,,UK
UK,UK vs Iran,1856-1857,,UK
UK,8th South African Kaffir War,1850-1853,,UK
UK,India: Bengal Rulers vs UK,1763-1765,,UK
UK,"Afghanistan: Anti-Reformers vs Government, UK intervention",1924-1925,,UK
UK,India: Muslim rebellion vs UK,1897-1898,,UK
UK,India: Sepoy Revolt vs UK,1806-1806,,UK
UK,"Syria: Egypt vs Turkey; Russia, France, UK intervention",1831-1832,,UK
UK,Burma vs UK,1852-1853,,UK
UK,UK vs China (Opium War),1839-1842,,UK
UK,3rd Ashanti War vs UK in Ghana,1893-1894,,UK
UK,Ashantis vs UK in Ghana,1873-1874,,UK
UK,"Liberals vs Government in Argentina, UK/France invasion",1841-1851,,UK
UK,UK conquered Ashantis in Ghana,1824-1825,,UK
UK,UK & France vs China (Opium),1856-1860,,UK
UK,Scotland vs UK,1715-1715,,UK
UK,"Taiping rebellion; UK, France intervention",1860-1864,,UK
UK,UK vs Scotland,1650-1651,,UK
UK,UK expedition to Tibet,1904-1904,,UK
UK,UK invades Ethiopia to free captives,1867-1868,,UK
UK,France vs Spain & UK in Italy,1556-1559,,UK
UK,UK vs Kenya,1895-1896,,UK
UK,Tibet vs China; UK intervention,1918-1918,,UK
UK,UK conquers Burma,1823-1826,,UK
UK,China: Warlords vs Government,1929-1930,,UK
UK,New Zealand: 2nd Maori War vs UK,1860-1870,,UK
UK,Indonesia: UK vs Borneo Pirates,1845-1845,,UK
UK,"Carlists vs Government in Spain; UK, France, Portugal interventions",1833-1840,,UK
UK,"Indonesia: Independence from Netherlands, UK",1945-1946,,UK
UK,"Portuguese Conservatives vs Government; UK, France, Spain intervention",1829-1834,,UK
UK,Indonesia: Abortive coup; UK intenvention,1965-1966,,UK
UK,"UK, France, US expedition to Japan",1863-1883,,UK
UK,UK & France vs Netherlands,1672-1674,,UK
UK,UK vs Netherlands,1780-1784,,UK
UK,Malaysia: UK intervene in civil war,1950-1960,,UK
UK,"Cameroon Independence vs France, UK",1955-1960,,UK
UK,Kenya Independence from UK,1952-1963,,UK
UK,Falklands War,1982-1982,,UK
UK,UK intervenes in Greek civil war,1945-1949,,UK
UK,"Turkey v Russia; UK, France, Italy invade",1853-1856,,UK
UK,France vs Hapsburgs with UK intervention,1557-1560,,UK
UK,UK annexes Burma,1885-1886,,UK
UK,UK vs Nigeria. France intervention,1897-1897,,UK
UK,Greek mutiny vs UK & France,1857-1858,,UK
UK,"Greek revolution vs Turkey, UK intervention",1821-1828,,UK
UK,Huguenots vs France; UK intervention,1562-1564,,UK
UK,UK & France vs Spain,1656-1659,,UK
UK East India Co,India: UK East India Co vs Mysore,1790-1792,,UK East India Co
UK East India Co,India: UK East India Co vs Mysore,1782-1784,,UK East India Co
Ukraine,Turkey vs Russia in Ukraine,1678-1681,,Ukraine
Ukraine,Turkey vs Poland in Ukraine,1671-1676,,Ukraine
Ukraine,Poland vs Turkey in Ukraine,1614-1621,,Ukraine
Unclear,World War II - Asia area-wide (Additional? see note),1941-1945,,Unclear
Unclear,Civil War in north of Somalia,1988-1990,,Unclear
Unclear,Sudan massacred garrison,1884-1885,,Unclear
Unclear,China: Cultural Revolution,1967-1968,,Unclear
Unclear,Jamaica Election violence,1980-1980,,Unclear
unclear,Ethiopian Civil War,1867-1867,,unclear
Unclear,Ethnic violence in Zimbabwe; Africa intervention,1983-1984,,Unclear
Unclear,Political violence in Zimbabwe,1983-1983,,Unclear
Unclear,Liberia: Reprisal for Coup Attempt,1985-1985,,Unclear
Unclear,India: Ethnic & political violence,1983-1990,,Unclear
Unclear,Zambia: Civil strife,1964-1964,,Unclear
Unclear,Uganda: Ceremonial massacre,1880-1880,,Unclear
Unclear,China: Boxer rebellion (5 nations invade),1900-1900,,Unclear
Unclear from source alone,Conquest of the West (USA),1861-1880,,Unclear from source alone
Unclear from source alone,"7-Year War (Europe, North America, India)",1755-1763,,Unclear from source alone
Unclear from source alone,Disappearances in Argentina,1976-1979,,Unclear from source alone
Unclear from source alone,"World War I Europe area-wide ""Additional"" deaths",1914-1918,,Unclear from source alone
Unclear from source alone,"World War II Europe area-wide ""Additional"" deaths",1939-1945,,Unclear from source alone
Unclear from source alone,Civil War between brothers in Turkey,1559-1559,,Unclear from source alone
Uruguay,Latin America Independence from Spain,1810-1825,,Uruguay
Uruguay Conservatives,Conservatives of Uruguay vs Government,1903-1904,,Uruguay Conservatives
Uruguay Government,Conservatives of Uruguay vs Government,1903-1904,,Uruguay Government
US,US & South Vietnam vs North Vietnam,1965-1975,,US
US,"Laos: Pathel Lao vs Government; US bombing, North Vietnam invades",1960-1973,,US
US,Communists vs Kuomintang; US intervention,1946-1950,,US
US, World War I,1917-1918,,US
US,Philippines: Muslims vs Government; US intervention,1972-1989,,US
US,Castro vs Batista; US intervention,1958-1959,,US
