location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Malta,2021-05-21,0,17.0,2.24,0.31,0.0
Malta,2021-05-21,18,24.0,44.08,22.29,0.0
Malta,2021-05-21,25,49.0,63.64,31.56,0.0
Malta,2021-05-21,50,59.0,82.92,40.43,0.0
Malta,2021-05-21,60,69.0,93.12,49.29,0.0
Malta,2021-05-21,70,79.0,95.87,89.0,0.0
Malta,2021-05-21,80,,99.12,94.46,0.0
Malta,2021-05-28,0,17.0,2.53,0.45,0.0
Malta,2021-05-28,18,24.0,52.56,27.09,0.0
Malta,2021-05-28,25,49.0,66.65,42.98,0.0
Malta,2021-05-28,50,59.0,83.68,45.99,0.0
Malta,2021-05-28,60,69.0,93.31,58.7,0.0
Malta,2021-05-28,70,79.0,95.95,89.44,0.0
Malta,2021-05-28,80,,99.21,94.7,0.0
Malta,2021-06-04,0,17.0,3.78,0.62,0.0
Malta,2021-06-04,18,24.0,59.33,30.22,0.0
Malta,2021-06-04,25,49.0,68.94,50.74,0.0
Malta,2021-06-04,50,59.0,84.39,48.56,0.0
Malta,2021-06-04,60,69.0,93.5,64.53,0.0
Malta,2021-06-04,70,79.0,96.02,90.34,0.0
Malta,2021-06-04,80,,99.32,94.9,0.0
Malta,2021-06-11,0,17.0,4.38,2.32,0.0
Malta,2021-06-11,18,24.0,65.5,40.46,0.0
Malta,2021-06-11,25,49.0,72.45,55.0,0.0
Malta,2021-06-11,50,59.0,85.51,50.62,0.0
Malta,2021-06-11,60,69.0,93.7,79.47,0.0
Malta,2021-06-11,70,79.0,96.12,92.58,0.0
Malta,2021-06-11,80,,99.47,95.09,0.0
Malta,2021-06-18,0,17.0,4.74,2.64,0.0
Malta,2021-06-18,18,24.0,69.53,48.67,0.0
Malta,2021-06-18,25,49.0,74.33,58.9,0.0
Malta,2021-06-18,50,59.0,85.79,58.0,0.0
Malta,2021-06-18,60,69.0,93.87,87.35,0.0
Malta,2021-06-18,70,79.0,96.19,93.82,0.0
Malta,2021-06-18,80,,99.56,95.24,0.0
Malta,2021-06-25,0,17.0,4.92,3.91,0.0
Malta,2021-06-25,18,24.0,70.38,59.06,0.0
Malta,2021-06-25,25,49.0,74.85,62.87,0.0
Malta,2021-06-25,50,59.0,86.01,69.93,0.0
Malta,2021-06-25,60,69.0,93.95,89.08,0.0
Malta,2021-06-25,70,79.0,96.24,94.12,0.0
Malta,2021-06-25,80,,99.64,95.48,0.0
Malta,2021-07-02,0,17.0,8.08,4.67,0.0
Malta,2021-07-02,18,24.0,72.58,67.05,0.0
Malta,2021-07-02,25,49.0,75.86,68.94,0.0
Malta,2021-07-02,50,59.0,86.39,81.47,0.0
Malta,2021-07-02,60,69.0,94.03,90.69,0.0
Malta,2021-07-02,70,79.0,96.3,94.34,0.0
Malta,2021-07-02,80,,99.69,98.63,0.0
Malta,2021-07-09,0,17.0,13.33,5.1,0.0
Malta,2021-07-09,18,24.0,74.79,71.75,0.0
Malta,2021-07-09,25,49.0,76.96,72.95,0.0
Malta,2021-07-09,50,59.0,86.97,83.73,0.0
Malta,2021-07-09,60,69.0,94.17,91.12,0.0
Malta,2021-07-09,70,79.0,96.37,94.5,0.0
Malta,2021-07-09,80,,99.79,98.77,0.0
Malta,2021-07-16,0,17.0,18.55,5.26,0.0
Malta,2021-07-16,18,24.0,78.51,73.13,0.0
Malta,2021-07-16,25,49.0,79.04,74.83,0.0
Malta,2021-07-16,50,59.0,87.8,84.6,0.0
Malta,2021-07-16,60,69.0,94.35,91.35,0.0
Malta,2021-07-16,70,79.0,96.47,94.59,0.0
Malta,2021-07-16,80,,99.92,98.87,0.0
Malta,2021-07-23,0,17.0,21.16,8.49,0.0
Malta,2021-07-23,18,24.0,81.91,76.52,0.0
Malta,2021-07-23,25,49.0,81.22,77.82,0.0
Malta,2021-07-23,50,59.0,88.55,85.57,0.0
Malta,2021-07-23,60,69.0,94.63,91.61,0.0
Malta,2021-07-23,70,79.0,96.58,94.71,0.0
Malta,2021-07-23,80,,100.12,99.03,0.0
Malta,2021-07-30,0,17.0,21.83,13.75,0.0
Malta,2021-07-30,18,24.0,84.52,79.83,0.0
Malta,2021-07-30,25,49.0,83.01,79.9,0.0
Malta,2021-07-30,50,59.0,89.11,86.39,0.0
Malta,2021-07-30,60,69.0,94.78,91.93,0.0
Malta,2021-07-30,70,79.0,96.63,94.82,0.0
Malta,2021-07-30,80,,100.29,99.18,0.0
Malta,2021-08-06,0,17.0,22.31,18.98,0.0
Malta,2021-08-06,18,24.0,86.14,84.43,0.0
Malta,2021-08-06,25,49.0,84.23,82.43,0.0
Malta,2021-08-06,50,59.0,89.39,87.23,0.0
Malta,2021-08-06,60,69.0,94.86,92.15,0.0
Malta,2021-08-06,70,79.0,96.68,94.91,0.0
Malta,2021-08-06,80,,100.35,99.42,0.0
Malta,2021-08-13,0,17.0,22.77,21.48,0.0
Malta,2021-08-13,18,24.0,87.2,86.93,0.0
Malta,2021-08-13,25,49.0,84.94,83.9,0.0
Malta,2021-08-13,50,59.0,89.6,87.75,0.0
Malta,2021-08-13,60,69.0,94.92,92.32,0.0
Malta,2021-08-13,70,79.0,96.7,94.98,0.0
Malta,2021-08-13,80,,100.44,99.53,0.0
Malta,2021-08-20,0,17.0,23.15,22.09,0.0
Malta,2021-08-20,18,24.0,88.19,88.12,0.0
Malta,2021-08-20,25,49.0,85.56,84.6,0.0
Malta,2021-08-20,50,59.0,89.77,88.05,0.0
Malta,2021-08-20,60,69.0,94.97,92.4,0.0
Malta,2021-08-20,70,79.0,96.74,95.03,0.0
Malta,2021-08-20,80,,100.49,99.61,0.0
Malta,2021-08-27,0,17.0,23.45,22.54,0.0
Malta,2021-08-27,18,24.0,88.85,88.43,0.0
Malta,2021-08-27,25,49.0,86.02,84.93,0.0
Malta,2021-08-27,50,59.0,89.93,88.14,0.0
Malta,2021-08-27,60,69.0,95.02,92.45,0.0
Malta,2021-08-27,70,79.0,96.76,95.06,0.0
Malta,2021-08-27,80,,100.52,99.65,0.0
Malta,2021-09-03,0,17.0,23.78,22.92,0.0
Malta,2021-09-03,18,24.0,89.39,88.58,0.0
Malta,2021-09-03,25,49.0,86.34,85.07,0.0
Malta,2021-09-03,50,59.0,90.03,88.18,0.0
Malta,2021-09-03,60,69.0,95.04,92.48,0.0
Malta,2021-09-03,70,79.0,96.76,95.08,0.0
Malta,2021-09-03,80,,100.55,99.72,0.0
Malta,2021-09-10,0,17.0,23.89,23.11,0.0
Malta,2021-09-10,18,24.0,89.6,88.91,0.0
Malta,2021-09-10,25,49.0,86.48,85.29,0.01
Malta,2021-09-10,50,59.0,90.07,88.23,0.04
Malta,2021-09-10,60,69.0,95.05,92.49,0.24
Malta,2021-09-10,70,79.0,96.78,95.1,0.92
Malta,2021-09-10,80,,100.56,99.74,7.52
Malta,2021-09-17,0,17.0,24.15,23.43,0.01
Malta,2021-09-17,18,24.0,90.17,89.45,0.07
Malta,2021-09-17,25,49.0,86.79,85.66,0.15
Malta,2021-09-17,50,59.0,90.19,88.36,0.44
Malta,2021-09-17,60,69.0,95.08,92.54,0.74
Malta,2021-09-17,70,79.0,96.8,95.12,2.51
Malta,2021-09-17,80,,100.6,99.75,12.5
Malta,2021-09-24,0,17.0,24.43,23.96,0.01
Malta,2021-09-24,18,24.0,90.78,90.19,0.17
Malta,2021-09-24,25,49.0,87.17,86.14,0.41
Malta,2021-09-24,50,59.0,90.33,88.53,0.84
Malta,2021-09-24,60,69.0,95.12,92.57,1.18
Malta,2021-09-24,70,79.0,96.81,95.15,3.54
Malta,2021-09-24,80,,100.62,99.79,13.59
Malta,2021-10-01,0,17.0,24.57,24.21,0.02
Malta,2021-10-01,18,24.0,91.19,90.71,0.25
Malta,2021-10-01,25,49.0,87.46,86.51,0.53
Malta,2021-10-01,50,59.0,90.44,88.65,1.13
Malta,2021-10-01,60,69.0,95.15,92.59,1.54
Malta,2021-10-01,70,79.0,96.83,95.2,9.88
Malta,2021-10-01,80,,100.64,99.86,38.42
Malta,2021-10-08,0,17.0,24.65,24.45,0.03
Malta,2021-10-08,18,24.0,91.65,91.26,0.26
Malta,2021-10-08,25,49.0,87.79,86.85,0.56
Malta,2021-10-08,50,59.0,90.55,88.79,1.2
Malta,2021-10-08,60,69.0,95.19,92.62,1.72
Malta,2021-10-08,70,79.0,96.83,95.23,22.62
Malta,2021-10-08,80,,100.73,99.91,46.21
Malta,2021-10-15,0,17.0,24.72,24.61,0.03
Malta,2021-10-15,18,24.0,92.0,91.73,0.27
Malta,2021-10-15,25,49.0,87.99,87.13,0.56
Malta,2021-10-15,50,59.0,90.6,88.9,1.23
Malta,2021-10-15,60,69.0,95.2,92.65,1.84
Malta,2021-10-15,70,79.0,96.85,95.25,31.64
Malta,2021-10-15,80,,100.73,99.92,51.56
Malta,2021-10-22,0,17.0,24.81,24.72,0.03
Malta,2021-10-22,18,24.0,92.24,92.06,0.28
Malta,2021-10-22,25,49.0,88.15,87.35,0.58
Malta,2021-10-22,50,59.0,90.66,88.97,1.26
Malta,2021-10-22,60,69.0,95.21,92.67,2.03
Malta,2021-10-22,70,79.0,96.85,95.27,43.78
Malta,2021-10-22,80,,100.74,99.97,56.52
Malta,2021-10-29,0,17.0,24.95,24.82,0.03
Malta,2021-10-29,18,24.0,92.51,92.49,0.3
Malta,2021-10-29,25,49.0,88.35,87.67,0.64
Malta,2021-10-29,50,59.0,90.73,89.08,1.41
Malta,2021-10-29,60,69.0,95.24,92.72,2.62
Malta,2021-10-29,70,79.0,96.86,95.3,55.82
Malta,2021-10-29,80,,100.75,100.03,62.44
Malta,2021-11-05,0,17.0,25.2,24.93,0.03
Malta,2021-11-05,18,24.0,92.92,93.02,0.34
Malta,2021-11-05,25,49.0,88.56,87.91,0.73
Malta,2021-11-05,50,59.0,90.8,89.15,1.74
Malta,2021-11-05,60,69.0,95.26,92.73,4.78
Malta,2021-11-05,70,79.0,96.87,95.32,61.75
Malta,2021-11-05,80,,100.76,100.04,65.74
Malta,2021-11-12,0,17.0,25.36,25.11,0.04
Malta,2021-11-12,18,24.0,93.18,93.34,2.36
Malta,2021-11-12,25,49.0,88.79,88.15,4.19
Malta,2021-11-12,50,59.0,90.87,89.24,7.64
Malta,2021-11-12,60,69.0,95.28,92.76,9.79
Malta,2021-11-12,70,79.0,96.88,95.34,67.33
Malta,2021-11-12,80,,100.76,100.06,70.27
Malta,2021-11-19,0,17.0,25.57,25.26,0.05
Malta,2021-11-19,18,24.0,93.48,93.6,4.72
Malta,2021-11-19,25,49.0,89.04,88.36,7.24
Malta,2021-11-19,50,59.0,90.95,89.32,11.14
Malta,2021-11-19,60,69.0,95.32,92.8,24.53
Malta,2021-11-19,70,79.0,96.88,95.35,70.13
Malta,2021-11-19,80,,100.78,100.08,72.05
Malta,2021-11-26,0,17.0,25.69,25.49,0.06
Malta,2021-11-26,18,24.0,93.68,93.82,8.01
Malta,2021-11-26,25,49.0,89.23,88.52,9.61
Malta,2021-11-26,50,59.0,91.02,89.38,14.48
Malta,2021-11-26,60,69.0,95.34,92.82,45.4
Malta,2021-11-26,70,79.0,96.89,95.36,71.35
Malta,2021-11-26,80,,100.78,100.1,73.63
Malta,2021-12-03,0,17.0,25.92,25.72,0.08
Malta,2021-12-03,18,24.0,93.82,94.11,10.76
Malta,2021-12-03,25,49.0,89.38,88.78,12.7
Malta,2021-12-03,50,59.0,91.08,89.46,27.89
Malta,2021-12-03,60,69.0,95.37,92.87,64.87
Malta,2021-12-03,70,79.0,96.9,95.37,72.41
Malta,2021-12-03,80,,100.82,100.12,74.69
Malta,2021-12-10,0,17.0,26.01,25.91,0.1
Malta,2021-12-10,18,24.0,93.98,94.41,12.27
Malta,2021-12-10,25,49.0,89.52,89.07,14.09
Malta,2021-12-10,50,59.0,91.16,89.57,41.51
Malta,2021-12-10,60,69.0,95.4,92.92,76.0
Malta,2021-12-10,70,79.0,97.13,95.61,73.64
Malta,2021-12-10,80,,100.83,100.14,76.31
Malta,2021-12-17,0,17.0,26.49,26.05,0.12
Malta,2021-12-17,18,24.0,94.1,94.62,13.36
Malta,2021-12-17,25,49.0,89.62,89.25,15.54
Malta,2021-12-17,50,59.0,91.19,89.63,56.68
Malta,2021-12-17,60,69.0,95.44,92.94,83.49
Malta,2021-12-17,70,79.0,97.15,95.61,74.74
Malta,2021-12-17,80,,100.85,100.16,76.86
Malta,2021-12-24,0,17.0,28.59,26.12,0.15
Malta,2021-12-24,18,24.0,94.24,94.77,14.83
Malta,2021-12-24,25,49.0,89.75,89.38,20.91
Malta,2021-12-24,50,59.0,91.25,89.66,63.45
Malta,2021-12-24,60,69.0,95.46,92.96,85.87
Malta,2021-12-24,70,79.0,97.16,95.62,75.24
Malta,2021-12-24,80,,100.86,100.18,77.25
Malta,2021-12-31,0,17.0,32.63,26.24,0.17
Malta,2021-12-31,18,24.0,94.49,94.89,21.97
Malta,2021-12-31,25,49.0,89.96,89.51,33.28
Malta,2021-12-31,50,59.0,91.35,89.73,74.53
Malta,2021-12-31,60,69.0,95.51,92.99,88.77
Malta,2021-12-31,70,79.0,97.17,95.63,75.72
Malta,2021-12-31,80,,100.88,100.19,77.55
Malta,2022-01-07,0,17.0,37.49,26.68,0.18
Malta,2022-01-07,18,24.0,94.76,94.99,41.68
Malta,2022-01-07,25,49.0,90.2,89.61,51.37
Malta,2022-01-07,50,59.0,91.49,89.77,79.69
Malta,2022-01-07,60,69.0,95.55,93.01,90.73
Malta,2022-01-07,70,79.0,97.2,95.65,76.17
Malta,2022-01-07,80,,100.96,100.21,78.2
Malta,2022-01-14,0,17.0,42.54,28.53,0.19
Malta,2022-01-14,18,24.0,95.08,95.21,52.95
Malta,2022-01-14,25,49.0,90.5,89.77,61.25
Malta,2022-01-14,50,59.0,91.61,89.85,83.22
Malta,2022-01-14,60,69.0,95.6,93.05,92.17
Malta,2022-01-14,70,79.0,97.21,95.67,76.49
Malta,2022-01-14,80,,101.05,100.21,78.49
Malta,2022-01-21,0,17.0,44.79,32.17,0.21
Malta,2022-01-21,18,24.0,95.56,95.5,58.4
Malta,2022-01-21,25,49.0,90.84,89.98,65.82
Malta,2022-01-21,50,59.0,91.73,89.94,85.93
Malta,2022-01-21,60,69.0,95.64,93.09,93.32
Malta,2022-01-21,70,79.0,97.24,95.68,76.87
Malta,2022-01-21,80,,101.08,100.24,78.68
Malta,2022-01-28,0,17.0,45.85,36.45,0.22
Malta,2022-01-28,18,24.0,95.77,95.82,61.36
Malta,2022-01-28,25,49.0,91.0,90.23,68.12
Malta,2022-01-28,50,59.0,91.79,90.08,86.95
Malta,2022-01-28,60,69.0,95.66,93.14,93.7
Malta,2022-01-28,70,79.0,97.26,95.69,77.0
Malta,2022-01-28,80,,101.1,100.28,78.82
Malta,2022-02-04,0,17.0,45.93,39.09,0.22
Malta,2022-02-04,18,24.0,96.47,95.94,62.35
Malta,2022-02-04,25,49.0,91.03,90.36,69.02
Malta,2022-02-04,50,59.0,91.79,90.11,87.26
Malta,2022-02-04,60,69.0,95.66,93.16,93.83
Malta,2022-02-04,70,79.0,97.26,95.71,77.03
Malta,2022-02-04,80,,101.1,100.3,78.82
Malta,2022-02-11,0,17.0,46.19,41.14,0.22
Malta,2022-02-11,18,24.0,96.84,96.15,63.48
Malta,2022-02-11,25,49.0,91.1,90.61,69.93
Malta,2022-02-11,50,59.0,91.82,90.22,87.57
Malta,2022-02-11,60,69.0,95.66,93.2,93.95
Malta,2022-02-11,70,79.0,97.26,95.73,77.06
Malta,2022-02-11,80,,101.12,100.32,78.86
Malta,2022-02-18,0,17.0,46.36,42.4,0.22
Malta,2022-02-18,18,24.0,97.17,96.42,64.36
Malta,2022-02-18,25,49.0,91.15,90.84,70.66
Malta,2022-02-18,50,59.0,91.84,90.31,87.86
Malta,2022-02-18,60,69.0,95.67,93.23,94.04
Malta,2022-02-18,70,79.0,97.26,95.74,77.09
Malta,2022-02-18,80,,101.13,100.34,78.88
Malta,2022-02-25,0,17.0,46.41,42.88,0.22
Malta,2022-02-25,18,24.0,97.51,96.57,65.05
Malta,2022-02-25,25,49.0,91.18,90.97,71.32
Malta,2022-02-25,50,59.0,91.85,90.35,88.11
Malta,2022-02-25,60,69.0,95.67,93.24,94.11
Malta,2022-02-25,70,79.0,97.26,95.75,77.12
Malta,2022-02-25,80,,101.14,100.35,78.91
Malta,2022-03-04,0,17.0,46.56,43.25,0.23
Malta,2022-03-04,18,24.0,97.58,96.67,65.62
Malta,2022-03-04,25,49.0,91.21,91.04,71.98
Malta,2022-03-04,50,59.0,91.86,90.37,88.29
Malta,2022-03-04,60,69.0,95.68,93.24,94.17
Malta,2022-03-04,70,79.0,97.26,95.76,77.14
Malta,2022-03-04,80,,101.14,100.37,78.97
Malta,2022-03-11,0,17.0,46.67,43.54,0.23
Malta,2022-03-11,18,24.0,97.6,96.72,66.24
Malta,2022-03-11,25,49.0,91.23,91.09,72.56
Malta,2022-03-11,50,59.0,91.87,90.38,88.5
Malta,2022-03-11,60,69.0,95.68,93.25,94.24
Malta,2022-03-11,70,79.0,97.27,95.76,77.16
Malta,2022-03-11,80,,101.14,100.37,78.99
Malta,2022-03-18,0,17.0,46.77,43.78,0.23
Malta,2022-03-18,18,24.0,97.64,96.76,66.77
Malta,2022-03-18,25,49.0,91.25,91.12,73.1
Malta,2022-03-18,50,59.0,91.87,90.38,88.68
Malta,2022-03-18,60,69.0,95.68,93.25,94.29
Malta,2022-03-18,70,79.0,97.27,95.76,77.18
Malta,2022-03-18,80,,101.16,100.38,79.02
Malta,2022-03-25,0,17.0,46.79,43.95,0.23
Malta,2022-03-25,18,24.0,97.68,96.81,67.28
Malta,2022-03-25,25,49.0,91.27,91.15,73.59
Malta,2022-03-25,50,59.0,91.88,90.4,88.85
Malta,2022-03-25,60,69.0,95.68,93.25,94.33
Malta,2022-03-25,70,79.0,97.27,95.76,77.21
Malta,2022-03-25,80,,101.17,100.38,79.04
Malta,2022-04-01,0,17.0,46.87,44.13,0.23
Malta,2022-04-01,18,24.0,97.7,96.84,67.73
Malta,2022-04-01,25,49.0,91.29,91.18,73.99
Malta,2022-04-01,50,59.0,91.89,90.41,88.97
Malta,2022-04-01,60,69.0,95.69,93.26,94.38
Malta,2022-04-01,70,79.0,97.28,95.76,77.23
Malta,2022-04-01,80,,101.17,100.38,79.07
Malta,2022-04-08,0,17.0,46.94,44.27,0.23
Malta,2022-04-08,18,24.0,97.72,96.86,68.09
Malta,2022-04-08,25,49.0,91.31,91.21,74.29
Malta,2022-04-08,50,59.0,91.89,90.41,89.07
Malta,2022-04-08,60,69.0,95.7,93.26,94.43
Malta,2022-04-08,70,79.0,97.28,95.77,77.26
Malta,2022-04-08,80,,101.19,100.39,79.11
Malta,2022-04-15,0,17.0,46.99,44.31,0.24
Malta,2022-04-15,18,24.0,97.74,96.91,68.39
Malta,2022-04-15,25,49.0,91.32,91.24,74.56
Malta,2022-04-15,50,59.0,91.89,90.42,89.16
Malta,2022-04-15,60,69.0,95.7,93.26,94.47
Malta,2022-04-15,70,79.0,97.28,95.78,77.26
Malta,2022-04-15,80,,101.19,100.4,79.17
Malta,2022-04-22,0,17.0,47.05,44.4,0.24
Malta,2022-04-22,18,24.0,97.76,96.93,68.67
Malta,2022-04-22,25,49.0,91.33,91.25,74.75
Malta,2022-04-22,50,59.0,91.9,90.43,89.24
Malta,2022-04-22,60,69.0,95.7,93.26,94.52
Malta,2022-04-22,70,79.0,97.28,95.78,77.26
Malta,2022-04-22,80,,101.2,100.4,79.19
Malta,2022-04-29,0,17.0,47.1,44.58,0.26
Malta,2022-04-29,18,24.0,97.77,96.94,68.83
Malta,2022-04-29,25,49.0,91.34,91.27,74.91
Malta,2022-04-29,50,59.0,91.9,90.43,89.28
Malta,2022-04-29,60,69.0,95.7,93.27,94.54
Malta,2022-04-29,70,79.0,97.28,95.78,77.27
Malta,2022-04-29,80,,101.21,100.4,79.22
Malta,2022-05-06,0,17.0,47.14,44.67,0.27
Malta,2022-05-06,18,24.0,97.78,96.95,69.06
Malta,2022-05-06,25,49.0,91.35,91.29,75.08
Malta,2022-05-06,50,59.0,91.9,90.44,89.35
Malta,2022-05-06,60,69.0,95.71,93.28,94.56
Malta,2022-05-06,70,79.0,97.28,95.78,77.28
Malta,2022-05-06,80,,101.21,100.41,79.23
Malta,2022-05-13,0,17.0,47.16,44.71,0.27
Malta,2022-05-13,18,24.0,97.78,96.98,69.2
Malta,2022-05-13,25,49.0,91.35,91.3,75.2
Malta,2022-05-13,50,59.0,91.9,90.44,89.39
Malta,2022-05-13,60,69.0,95.71,93.28,94.58
Malta,2022-05-13,70,79.0,97.28,95.79,77.28
Malta,2022-05-13,80,,101.21,100.42,79.24
Malta,2022-05-20,0,17.0,47.18,44.75,0.27
Malta,2022-05-20,18,24.0,97.79,96.99,69.36
Malta,2022-05-20,25,49.0,91.36,91.31,75.32
Malta,2022-05-20,50,59.0,91.9,90.44,89.44
Malta,2022-05-20,60,69.0,95.71,93.29,94.59
Malta,2022-05-20,70,79.0,97.28,95.79,77.31
Malta,2022-05-20,80,,101.23,100.42,79.26
Malta,2022-05-27,0,17.0,47.21,44.78,0.27
Malta,2022-05-27,18,24.0,97.79,96.99,69.51
Malta,2022-05-27,25,49.0,91.36,91.32,75.43
Malta,2022-05-27,50,59.0,91.91,90.45,89.48
Malta,2022-05-27,60,69.0,95.71,93.29,94.61
Malta,2022-05-27,70,79.0,97.28,95.79,77.32
Malta,2022-05-27,80,,101.23,100.42,79.27
Malta,2022-06-03,0,17.0,47.22,44.83,0.27
Malta,2022-06-03,18,24.0,97.79,97.0,69.69
Malta,2022-06-03,25,49.0,91.37,91.32,75.51
Malta,2022-06-03,50,59.0,91.91,90.45,89.52
Malta,2022-06-03,60,69.0,95.71,93.29,94.64
Malta,2022-06-03,70,79.0,97.29,95.8,77.33
Malta,2022-06-03,80,,101.23,100.43,79.3
Malta,2022-06-10,0,17.0,47.23,44.87,0.27
Malta,2022-06-10,18,24.0,97.8,97.01,69.84
Malta,2022-06-10,25,49.0,91.38,91.33,75.62
Malta,2022-06-10,50,59.0,91.91,90.45,89.54
Malta,2022-06-10,60,69.0,95.72,93.3,94.66
Malta,2022-06-10,70,79.0,97.29,95.8,77.34
Malta,2022-06-10,80,,101.23,100.44,79.33
Malta,2022-06-17,0,17.0,47.25,44.89,0.27
Malta,2022-06-17,18,24.0,97.8,97.02,70.0
Malta,2022-06-17,25,49.0,91.38,91.34,75.68
Malta,2022-06-17,50,59.0,91.91,90.45,89.61
Malta,2022-06-17,60,69.0,95.72,93.3,94.69
Malta,2022-06-17,70,79.0,97.29,95.81,77.35
Malta,2022-06-17,80,,101.24,100.45,79.36
Malta,2022-06-24,0,17.0,47.26,44.91,0.28
Malta,2022-06-24,18,24.0,97.8,97.03,70.16
Malta,2022-06-24,25,49.0,91.38,91.34,75.75
Malta,2022-06-24,50,59.0,91.92,90.46,89.71
Malta,2022-06-24,60,69.0,95.73,93.31,94.74
Malta,2022-06-24,70,79.0,97.29,95.82,77.38
Malta,2022-06-24,80,,101.24,100.45,79.41
Malta,2022-07-01,0,17.0,47.28,44.94,0.29
Malta,2022-07-01,18,24.0,97.81,97.04,70.33
Malta,2022-07-01,25,49.0,91.38,91.35,75.81
Malta,2022-07-01,50,59.0,91.93,90.47,89.8
Malta,2022-07-01,60,69.0,95.73,93.31,94.76
Malta,2022-07-01,70,79.0,97.3,95.83,77.41
Malta,2022-07-01,80,,101.24,100.45,79.44
Malta,2022-07-08,0,17.0,47.3,44.96,0.3
Malta,2022-07-08,18,24.0,97.81,97.05,70.54
Malta,2022-07-08,25,49.0,91.39,91.35,75.89
Malta,2022-07-08,50,59.0,91.94,90.48,89.93
Malta,2022-07-08,60,69.0,95.74,93.31,94.78
Malta,2022-07-08,70,79.0,97.3,95.83,77.43
Malta,2022-07-08,80,,101.24,100.46,79.5
Malta,2022-07-15,0,17.0,47.31,44.98,0.31
Malta,2022-07-15,18,24.0,97.83,97.06,70.59
Malta,2022-07-15,25,49.0,91.4,91.37,75.94
Malta,2022-07-15,50,59.0,91.94,90.49,89.97
Malta,2022-07-15,60,69.0,95.74,93.31,94.81
Malta,2022-07-15,70,79.0,97.3,95.83,77.44
Malta,2022-07-15,80,,101.25,100.47,79.52
Malta,2022-07-22,0,17.0,47.31,44.98,0.31
Malta,2022-07-22,18,24.0,97.83,97.06,70.61
Malta,2022-07-22,25,49.0,91.4,91.37,75.95
Malta,2022-07-22,50,59.0,91.94,90.49,89.98
Malta,2022-07-22,60,69.0,95.74,93.31,94.81
Malta,2022-07-22,70,79.0,97.3,95.83,77.45
Malta,2022-07-22,80,,101.25,100.47,79.53
Malta,2022-07-29,0,17.0,47.33,45.01,0.31
Malta,2022-07-29,18,24.0,97.83,97.07,70.66
Malta,2022-07-29,25,49.0,91.41,91.38,75.98
Malta,2022-07-29,50,59.0,91.94,90.5,90.01
Malta,2022-07-29,60,69.0,95.74,93.32,94.82
Malta,2022-07-29,70,79.0,97.3,95.83,77.46
Malta,2022-07-29,80,,101.25,100.47,79.53
Malta,2022-08-05,0,17.0,47.34,45.03,0.31
Malta,2022-08-05,18,24.0,97.84,97.08,70.73
Malta,2022-08-05,25,49.0,91.41,91.39,76.02
Malta,2022-08-05,50,59.0,91.95,90.5,90.01
Malta,2022-08-05,60,69.0,95.74,93.32,94.83
Malta,2022-08-05,70,79.0,97.3,95.84,77.46
Malta,2022-08-05,80,,101.25,100.47,79.54
Malta,2022-08-12,0,17.0,47.34,45.04,0.31
Malta,2022-08-12,18,24.0,97.84,97.08,70.78
Malta,2022-08-12,25,49.0,91.42,91.39,76.06
Malta,2022-08-12,50,59.0,91.95,90.5,90.02
Malta,2022-08-12,60,69.0,95.74,93.32,94.84
Malta,2022-08-12,70,79.0,97.3,95.84,77.46
Malta,2022-08-12,80,,101.25,100.47,79.55
Malta,2022-08-19,0,17.0,47.35,45.05,0.31
Malta,2022-08-19,18,24.0,97.84,97.08,70.85
Malta,2022-08-19,25,49.0,91.42,91.39,76.09
Malta,2022-08-19,50,59.0,91.95,90.51,90.03
Malta,2022-08-19,60,69.0,95.74,93.32,94.84
Malta,2022-08-19,70,79.0,97.3,95.84,77.47
Malta,2022-08-19,80,,101.25,100.47,79.55
Malta,2022-08-26,0,17.0,47.35,45.06,0.32
Malta,2022-08-26,18,24.0,97.84,97.09,70.86
Malta,2022-08-26,25,49.0,91.42,91.4,76.11
Malta,2022-08-26,50,59.0,91.95,90.51,90.03
Malta,2022-08-26,60,69.0,95.75,93.32,94.85
Malta,2022-08-26,70,79.0,97.3,95.84,77.47
Malta,2022-08-26,80,,101.26,100.47,79.56
Malta,2022-09-02,0,17.0,47.35,45.07,0.32
Malta,2022-09-02,18,24.0,97.85,97.09,70.88
Malta,2022-09-02,25,49.0,91.43,91.4,76.13
Malta,2022-09-02,50,59.0,91.95,90.51,90.04
Malta,2022-09-02,60,69.0,95.75,93.32,94.85
Malta,2022-09-02,70,79.0,97.3,95.84,77.47
Malta,2022-09-02,80,,101.26,100.47,79.56
Malta,2022-09-09,0,17.0,47.36,45.07,0.32
Malta,2022-09-09,18,24.0,97.85,97.1,70.89
Malta,2022-09-09,25,49.0,91.43,91.4,76.16
Malta,2022-09-09,50,59.0,91.95,90.51,90.04
Malta,2022-09-09,60,69.0,95.75,93.32,94.86
Malta,2022-09-09,70,79.0,97.3,95.84,77.47
Malta,2022-09-09,80,,101.26,100.47,79.57
Malta,2022-09-16,0,17.0,47.36,45.07,0.32
Malta,2022-09-16,18,24.0,97.85,97.11,70.93
Malta,2022-09-16,25,49.0,91.43,91.41,76.18
Malta,2022-09-16,50,59.0,91.96,90.51,90.05
