Notes,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Transport accidents,V01-V99,"Bus occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V77.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Bus occupant injured in collision with fixed or stationary object, passenger injured in traffic accident",V77.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident",V77.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant injured in traffic accident",V77.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, driver injured in nontraffic accident",V78.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, passenger injured in nontraffic accident",V78.1,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident",V78.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, unspecified bus occupant injured in nontraffic accident",V78.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, person injured while boarding or alighting",V78.4,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, driver injured in traffic accident",V78.5,0,334914895,Unreliable
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, passenger injured in traffic accident",V78.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident",V78.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Bus occupant injured in noncollision transport accident, unspecified bus occupant injured in traffic accident",V78.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,V79.0,0,334914895,Unreliable
,Transport accidents,V01-V99,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,V79.1,0,334914895,Unreliable
,Transport accidents,V01-V99,Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident,V79.2,0,334914895,Unreliable
,Transport accidents,V01-V99,Bus occupant [any] injured in unspecified nontraffic accident,V79.3,0,334914895,Unreliable
,Transport accidents,V01-V99,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V79.4,0,334914895,Unreliable
,Transport accidents,V01-V99,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V79.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident,V79.6,0,334914895,Unreliable
,Transport accidents,V01-V99,Bus occupant [any] injured in other specified transport accidents,V79.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Bus occupant [any] injured in unspecified traffic accident,V79.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident,V80.0,71,334914895,0
,Transport accidents,V01-V99,Rider or occupant injured in collision with pedestrian or animal,V80.1,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Rider or occupant injured in collision with pedal cycle,V80.2,0,334914895,Unreliable
,Transport accidents,V01-V99,Rider or occupant injured in collision with two- or three-wheeled motor vehicle,V80.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus",V80.4,12,334914895,Unreliable
,Transport accidents,V01-V99,Rider or occupant injured in collision with other specified motor vehicle,V80.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Rider or occupant injured in collision with railway train or railway vehicle,V80.6,0,334914895,Unreliable
,Transport accidents,V01-V99,Rider or occupant injured in collision with other nonmotor vehicle,V80.7,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Rider or occupant injured in collision with fixed or stationary object,V80.8,0,334914895,Unreliable
,Transport accidents,V01-V99,Rider or occupant injured in other and unspecified transport accidents,V80.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident,V81.0,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident,V81.1,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock,V81.2,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured in collision with other object,V81.3,0,334914895,Unreliable
,Transport accidents,V01-V99,Person injured while boarding or alighting from railway train or railway vehicle,V81.4,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle,V81.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle,V81.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured in derailment without antecedent collision,V81.7,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured in other specified railway accidents,V81.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Occupant of railway train or railway vehicle injured in unspecified railway accident,V81.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Occupant of streetcar injured in collision with motor vehicle in nontraffic accident,V82.0,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of streetcar injured in collision with motor vehicle in traffic accident,V82.1,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of streetcar injured in collision with or hit by rolling stock,V82.2,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of streetcar injured in collision with other object,V82.3,0,334914895,Unreliable
,Transport accidents,V01-V99,Person injured while boarding or alighting from streetcar,V82.4,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of streetcar injured by fall in streetcar,V82.5,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of streetcar injured by fall from streetcar,V82.6,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of streetcar injured in derailment without antecedent collision,V82.7,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of streetcar injured in other specified transport accidents,V82.8,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of streetcar injured in unspecified traffic accident,V82.9,0,334914895,Unreliable
,Transport accidents,V01-V99,Driver of special industrial vehicle injured in traffic accident,V83.0,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Passenger of special industrial vehicle injured in traffic accident,V83.1,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person on outside of special industrial vehicle injured in traffic accident,V83.2,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Unspecified occupant of special industrial vehicle injured in traffic accident,V83.3,0,334914895,Unreliable
,Transport accidents,V01-V99,Person injured while boarding or alighting from special industrial vehicle,V83.4,0,334914895,Unreliable
,Transport accidents,V01-V99,Driver of special industrial vehicle injured in nontraffic accident,V83.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Passenger of special industrial vehicle injured in nontraffic accident,V83.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person on outside of special industrial vehicle injured in nontraffic accident,V83.7,0,334914895,Unreliable
,Transport accidents,V01-V99,Unspecified occupant of special industrial vehicle injured in nontraffic accident,V83.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Driver of special agricultural vehicle injured in traffic accident,V84.0,27,334914895,0
,Transport accidents,V01-V99,Passenger of special agricultural vehicle injured in traffic accident,V84.1,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person on outside of special agricultural vehicle injured in traffic accident,V84.2,0,334914895,Unreliable
,Transport accidents,V01-V99,Unspecified occupant of special agricultural vehicle injured in traffic accident,V84.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person injured while boarding or alighting from special agricultural vehicle,V84.4,0,334914895,Unreliable
,Transport accidents,V01-V99,Driver of special agricultural vehicle injured in nontraffic accident,V84.5,33,334914895,0
,Transport accidents,V01-V99,Passenger of special agricultural vehicle injured in nontraffic accident,V84.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person on outside of special agricultural vehicle injured in nontraffic accident,V84.7,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Unspecified occupant of special agricultural vehicle injured in nontraffic accident,V84.9,34,334914895,0
,Transport accidents,V01-V99,Driver of special construction vehicle injured in traffic accident,V85.0,16,334914895,Unreliable
,Transport accidents,V01-V99,Passenger of special construction vehicle injured in traffic accident,V85.1,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person on outside of special construction vehicle injured in traffic accident,V85.2,0,334914895,Unreliable
,Transport accidents,V01-V99,Unspecified occupant of special construction vehicle injured in traffic accident,V85.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person injured while boarding or alighting from special construction vehicle,V85.4,0,334914895,Unreliable
,Transport accidents,V01-V99,Driver of special construction vehicle injured in nontraffic accident,V85.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Passenger of special construction vehicle injured in nontraffic accident,V85.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person on outside of special construction vehicle injured in nontraffic accident,V85.7,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Unspecified occupant of special construction vehicle injured in nontraffic accident,V85.9,10,334914895,Unreliable
,Transport accidents,V01-V99,Driver of all-terrain or other off-road motor vehicle injured in traffic accident,V86.0,365,334914895,0.1
,Transport accidents,V01-V99,Passenger of all-terrain or other off-road motor vehicle injured in traffic accident,V86.1,82,334914895,0
,Transport accidents,V01-V99,Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident,V86.2,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident,V86.3,20,334914895,0
,Transport accidents,V01-V99,Person injured while boarding or alighting from all-terrain or other off-road motor vehicle,V86.4,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.5,534,334914895,0.2
,Transport accidents,V01-V99,Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.6,96,334914895,0
,Transport accidents,V01-V99,Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.7,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.9,144,334914895,0
,Transport accidents,V01-V99,Person injured in collision between car and two- or three-wheeled motor vehicle (traffic),V87.0,136,334914895,0
,Transport accidents,V01-V99,Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic),V87.1,89,334914895,0
,Transport accidents,V01-V99,Person injured in collision between car and pick-up truck or van (traffic),V87.2,63,334914895,0
,Transport accidents,V01-V99,Person injured in collision between car and bus (traffic),V87.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person injured in collision between car and heavy transport vehicle (traffic),V87.4,52,334914895,0
,Transport accidents,V01-V99,Person injured in collision between heavy transport vehicle and bus (traffic),V87.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person injured in collision between railway train or railway vehicle and car (traffic),V87.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,4851,334914895,1.4
,Transport accidents,V01-V99,Person injured in other specified noncollision transport accidents involving motor vehicle (traffic),V87.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle (traffic),V87.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic",V88.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic",V88.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in collision between car and pick-up truck or van, nontraffic",V88.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in collision between car and bus, nontraffic",V88.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in collision between car and heavy transport vehicle, nontraffic",V88.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in collision between heavy transport vehicle and bus, nontraffic",V88.5,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in collision between railway train or railway vehicle and car, nontraffic",V88.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in collision between other specified motor vehicles, nontraffic",V88.7,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic",V88.8,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic",V88.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, nontraffic",V89.0,77,334914895,0
,Transport accidents,V01-V99,"Person injured in unspecified nonmotor-vehicle accident, nontraffic",V89.1,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,14116,334914895,4.2
,Transport accidents,V01-V99,"Person injured in unspecified nonmotor-vehicle accident, traffic",V89.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person injured in unspecified vehicle accident,V89.9,64,334914895,0
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, merchant ship",V90.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, passenger ship, ferry-boat, or liner",V90.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, fishing boat",V90.2,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, other powered watercraft, hovercraft (on open water), or jet skis",V90.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, sailboat or yacht",V90.4,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, canoe or kayak",V90.5,27,334914895,0
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, inflatable craft (nonpowered)",V90.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, water-skis",V90.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, other unpowered watercraft, surf-board, or windsurfer",V90.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS",V90.9,73,334914895,0
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, merchant ship",V91.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, passenger ship, ferry-boat, or liner",V91.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, fishing boat",V91.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, other powered watercraft, hovercraft (on open water), or jet skis",V91.3,20,334914895,0
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, sailboat or yacht",V91.4,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, canoe or kayak",V91.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, inflatable craft (nonpowered)",V91.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, water-skis",V91.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, other unpowered watercraft, surf-board, or windsurfer",V91.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident to watercraft causing other injury, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS",V91.9,35,334914895,0
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, merchant ship",V92.0,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, passenger ship, ferry-boat, or liner",V92.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, fishing boat",V92.2,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, other powered watercraft, hovercraft (on open water), or jet skis",V92.3,10,334914895,Unreliable
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, sailboat or yacht",V92.4,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak",V92.5,36,334914895,0
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, inflatable craft (nonpowered)",V92.6,15,334914895,Unreliable
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, water-skis",V92.7,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, other unpowered watercraft, surf-board, or windsurfer",V92.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS",V92.9,139,334914895,0
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, merchant ship",V93.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, passenger ship, ferry-boat, or liner",V93.1,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, fishing boat",V93.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, other powered watercraft, hovercraft (on open water), or jet skis",V93.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, sailboat or yacht",V93.4,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, canoe or kayak",V93.5,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, inflatable craft (nonpowered)",V93.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, water-skis",V93.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, other unpowered watercraft, surf-board, or windsurfer",V93.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS",V93.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, merchant ship",V94.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, passenger ship, ferry-boat, or liner",V94.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, fishing boat",V94.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, other powered watercraft, hovercraft (on open water), or jet skis",V94.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, sailboat or yacht",V94.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, canoe or kayak",V94.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, inflatable craft (nonpowered)",V94.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, water-skis",V94.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, other unpowered watercraft, surf-board, or windsurfer",V94.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS",V94.9,30,334914895,0
,Transport accidents,V01-V99,Helicopter accident injuring occupant,V95.0,33,334914895,0
,Transport accidents,V01-V99,"Ultralight, microlight or powered-glider accident injuring occupant",V95.1,11,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to other private fixed-wing aircraft, injuring occupant",V95.2,10,334914895,Unreliable
,Transport accidents,V01-V99,"Accident to commercial fixed-wing aircraft, injuring occupant",V95.3,0,334914895,Unreliable
,Transport accidents,V01-V99,Spacecraft accident injuring occupant,V95.4,0,334914895,Unreliable
,Transport accidents,V01-V99,Other aircraft accidents injuring occupant,V95.8,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Unspecified aircraft accident injuring occupant,V95.9,256,334914895,0.1
,Transport accidents,V01-V99,Balloon accident injuring occupant,V96.0,0,334914895,Unreliable
,Transport accidents,V01-V99,Hang-glider accident injuring occupant,V96.1,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Glider (nonpowered) accident injuring occupant,V96.2,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Other nonpowered-aircraft accidents injuring occupant,V96.8,0,334914895,Unreliable
,Transport accidents,V01-V99,Unspecified nonpowered-aircraft accident injuring occupant,V96.9,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant of aircraft injured in other specified air transport accidents,V97.0,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Person injured while boarding or alighting from aircraft,V97.1,0,334914895,Unreliable
,Transport accidents,V01-V99,Parachutist injured in air transport accident,V97.2,10,334914895,Unreliable
,Transport accidents,V01-V99,Person on ground injured in air transport accident,V97.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Other air transport accidents, not elsewhere classified",V97.8,0,334914895,Unreliable
,Transport accidents,V01-V99,Other specified transport accidents,V98,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Unspecified transport accident,V99,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Fall on same level involving ice and snow,W00,98,334914895,0
,Other external causes of accidental injury,W00-X59,"Fall on same level from slipping, tripping and stumbling",W01,834,334914895,0.2
,Other external causes of accidental injury,W00-X59,"Fall involving ice-skates, skis, roller-skates or skateboards",W02,66,334914895,0
,Other external causes of accidental injury,W00-X59,"Other fall on same level due to collision with, or pushing by, another person",W03,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Fall while being carried or supported by other persons,W04,20,334914895,0
,Other external causes of accidental injury,W00-X59,Fall involving wheelchair,W05,562,334914895,0.2
,Other external causes of accidental injury,W00-X59,Fall involving bed,W06,1046,334914895,0.3
,Other external causes of accidental injury,W00-X59,Fall involving chair,W07,316,334914895,0.1
,Other external causes of accidental injury,W00-X59,Fall involving other furniture,W08,86,334914895,0
,Other external causes of accidental injury,W00-X59,Fall involving playground equipment,W09,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Fall on and from stairs and steps,W10,2922,334914895,0.9
,Other external causes of accidental injury,W00-X59,Fall on and from ladder,W11,544,334914895,0.2
,Other external causes of accidental injury,W00-X59,Fall on and from scaffolding,W12,32,334914895,0
,Other external causes of accidental injury,W00-X59,"Fall from, out of or through building or structure",W13,498,334914895,0.1
,Other external causes of accidental injury,W00-X59,Fall from tree,W14,49,334914895,0
,Other external causes of accidental injury,W00-X59,Fall from cliff,W15,83,334914895,0
,Other external causes of accidental injury,W00-X59,Diving or jumping into water causing injury other than drowning or submersion,W16,34,334914895,0
,Other external causes of accidental injury,W00-X59,Other fall from one level to another,W17,716,334914895,0.2
,Other external causes of accidental injury,W00-X59,Other fall on same level,W18,19173,334914895,5.7
,Other external causes of accidental injury,W00-X59,Unspecified fall,W19,19942,334914895,6
,Other external causes of accidental injury,W00-X59,"Struck by thrown, projected or falling object",W20,851,334914895,0.3
,Other external causes of accidental injury,W00-X59,Striking against or struck by sports equipment,W21,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Striking against or struck by other objects,W22,135,334914895,0
,Other external causes of accidental injury,W00-X59,"Caught, crushed, jammed or pinched in or between objects",W23,123,334914895,0
,Other external causes of accidental injury,W00-X59,"Contact with lifting and transmission devices, not elsewhere classified",W24,86,334914895,0
,Other external causes of accidental injury,W00-X59,Contact with sharp glass,W25,34,334914895,0
,Other external causes of accidental injury,W00-X59,"Contact with knife, sword or dagger",W26,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Contact with nonpowered hand tool,W27,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with powered lawnmower,W28,135,334914895,0
,Other external causes of accidental injury,W00-X59,Contact with other powered hand tools and household machinery,W29,12,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with agricultural machinery,W30,220,334914895,0.1
,Other external causes of accidental injury,W00-X59,Contact with other and unspecified machinery,W31,241,334914895,0.1
,Other external causes of accidental injury,W00-X59,Handgun discharge,W32,88,334914895,0
,Other external causes of accidental injury,W00-X59,"Rifle, shotgun and larger firearm discharge",W33,44,334914895,0
,Other external causes of accidental injury,W00-X59,Discharge from other and unspecified firearms,W34,331,334914895,0.1
,Other external causes of accidental injury,W00-X59,Explosion and rupture of boiler,W35,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Explosion and rupture of gas cylinder,W36,10,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,"Explosion and rupture of pressurized tyre, pipe or hose",W37,13,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Explosion and rupture of other specified pressurized devices,W38,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Discharge of firework,W39,14,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Explosion of other materials,W40,159,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to high-pressure jet,W41,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Exposure to noise,W42,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to vibration,W43,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Foreign body entering into or through eye or natural orifice,W44,31,334914895,0
,Other external causes of accidental injury,W00-X59,Foreign body or object entering through skin,W45,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Contact with hypodermic needle,W46,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to other and unspecified inanimate mechanical forces,W49,30,334914895,0
,Other external causes of accidental injury,W00-X59,"Hit, struck, kicked, twisted, bitten or scratched by another person",W50,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Striking against or bumped into by another person,W51,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,"Crushed, pushed or stepped on by crowd or human stampede",W52,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Bitten by rat,W53,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Bitten or struck by dog,W54,96,334914895,0
,Other external causes of accidental injury,W00-X59,Bitten or struck by other mammals,W55,70,334914895,0
,Other external causes of accidental injury,W00-X59,Contact with marine animal,W56,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,W57,18,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Bitten or struck by crocodile or alligator,W58,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Bitten or crushed by other reptiles,W59,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with plant thorns and spines and sharp leaves,W60,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to other and unspecified animate mechanical forces,W64,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Drowning and submersion while in bath-tub,W65,697,334914895,0.2
